bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1432665,1808,HB4017,1,Introduced,2021-01-26,"Local government: financing; appropriating money to observe a sesquicentennial or bicentennial celebration; provide for. Amends title & sec. 1 of 1905 PA 110 (MCL 123.851).","Local government: financing; appropriating money to observe a sesquicentennial or bicentennial celebration; provide for. Amends title & sec. 1 of 1905 PA 110 (MCL 123.851).",3897,"House Local Government And Municipal Finance",2021-01-27,"Bill Electronically Reproduced 01/26/2021",https://legiscan.com/MI/bill/HB4017/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4017
1432576,1808,HB4018,2,Engrossed,2021-02-18,"Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2019-2020. Creates appropriation act.","Appropriations: zero budget; supplemental appropriations; provide for fiscal year 2019-2020. Creates appropriation act.",829,"Senate Appropriations",2021-02-23,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4018/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4018
1432195,1808,HB4019,4,Passed,2021-05-06,"Appropriations: zero budget; multi-department supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.","Appropriations: zero budget; multi-department supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.",0,,2021-05-06,"Assigned Pa 10'21 With Immediate Effect",https://legiscan.com/MI/bill/HB4019/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4019
1432508,1808,HB4020,2,Engrossed,2021-02-18,"Appropriations: zero budget; multi-department supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.","Appropriations: zero budget; multi-department supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.",829,"Senate Appropriations",2021-02-23,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4020/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4020
1432435,1808,HB4021,2,Engrossed,2021-02-18,"Appropriations: zero budget; multi-department supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.","Appropriations: zero budget; multi-department supplemental appropriations; provide for fiscal year 2020-2021. Creates appropriation act.",829,"Senate Appropriations",2021-02-23,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4021/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4021
1432147,1808,HB4022,2,Engrossed,2021-03-25,"Public employees and officers: state; list of employees, position title, classified or nonclassified civil service distinction, and salary for each state department; require monthly internet posting. Amends sec. 1 of 2016 PA 370 (MCL 15.451).","Public employees and officers: state; list of employees, position title, classified or nonclassified civil service distinction, and salary for each state department; require monthly internet posting. Amends sec. 1 of 2016 PA 370 (MCL 15.451).",0,,2021-05-12,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB4022/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4022
1432296,1808,HB4023,1,Introduced,2021-01-26,"Weapons: other; gun-free zones; expand to include all buildings owned or leased by this state. Amends sec. 234d of 1931 PA 328 (MCL 750.234d). TIE BAR WITH: HB 4024'21","Weapons: other; gun-free zones; expand to include all buildings owned or leased by this state. Amends sec. 234d of 1931 PA 328 (MCL 750.234d). TIE BAR WITH: HB 4024'21",899,"House Government Operations",2021-01-27,"Bill Electronically Reproduced 01/26/2021",https://legiscan.com/MI/bill/HB4023/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4023
1432247,1808,HB4024,1,Introduced,2021-01-26,"Weapons: concealed; weapon-free zones; include all buildings owned or leased by this state. Amends sec. 5o of 1927 PA 372 (MCL 28.425o). TIE BAR WITH: HB 4023'21","Weapons: concealed; weapon-free zones; include all buildings owned or leased by this state. Amends sec. 5o of 1927 PA 372 (MCL 28.425o). TIE BAR WITH: HB 4023'21",899,"House Government Operations",2021-01-27,"Bill Electronically Reproduced 01/26/2021",https://legiscan.com/MI/bill/HB4024/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4024
1432464,1808,HB4025,1,Introduced,2021-01-27,"Environmental protection: cleanups; provision related to environmental remediation; eliminate limitation periods. Amends secs. 20138 & 20140 of 1994 PA 451 (MCL 324.20138 & 324.20140).","Environmental protection: cleanups; provision related to environmental remediation; eliminate limitation periods. Amends secs. 20138 & 20140 of 1994 PA 451 (MCL 324.20138 & 324.20140).",4116,"House Natural Resources And Outdoor Recreation",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4025/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4025
1432395,1808,HB4026,4,Passed,2021-11-02,"Vehicles: registration; issuance of 2-year recreation passport; provide for under certain circumstances. Amends sec. 805 of 1949 PA 300 (MCL 257.805). TIE BAR WITH: HB 4117'21, SB 0220'21","Vehicles: registration; issuance of 2-year recreation passport; provide for under certain circumstances. Amends sec. 805 of 1949 PA 300 (MCL 257.805). TIE BAR WITH: HB 4117'21, SB 0220'21",0,,2021-11-02,"Assigned Pa 96'21",https://legiscan.com/MI/bill/HB4026/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4026
1432339,1808,HB4027,1,Introduced,2021-01-27,"Torts: premises liability; safety of individuals in a designated weapon-free zone; establish liability for. Amends 1846 RS 66 (MCL 554.131 - 554.139) by adding sec. 40. TIE BAR WITH: HB 4068'21","Torts: premises liability; safety of individuals in a designated weapon-free zone; establish liability for. Amends 1846 RS 66 (MCL 554.131 - 554.139) by adding sec. 40. TIE BAR WITH: HB 4068'21",821,"House Judiciary",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4027/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4027
1432416,1808,HB4028,1,Introduced,2021-01-27,"Insurance: health benefits; insurer requiring physicians to hold certain certifications before paying or reimbursing claims; prohibit unless specifically required for licensure. Amends sec. 2212d of 1956 PA 218 (MCL 500.2212d).","Insurance: health benefits; insurer requiring physicians to hold certain certifications before paying or reimbursing claims; prohibit unless specifically required for licensure. Amends sec. 2212d of 1956 PA 218 (MCL 500.2212d).",894,"House Insurance",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4028/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4028
1432650,1808,HB4029,2,Engrossed,2021-04-14,"Weapons: other; purchase and possession of stun guns; allow for individuals over age 21. Amends sec. 224a of 1931 PA 328 (MCL 750.224a).","Weapons: other; purchase and possession of stun guns; allow for individuals over age 21. Amends sec. 224a of 1931 PA 328 (MCL 750.224a).",838,"Senate Government Operations",2021-04-15,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4029/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4029
1432254,1808,HB4030,2,Engrossed,2021-05-26,"Weapons: licensing; concealed pistol licensing fee; modify. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b & 28.425l). TIE BAR WITH: HB 4498'21","Weapons: licensing; concealed pistol licensing fee; modify. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b & 28.425l). TIE BAR WITH: HB 4498'21",0,,2022-05-26,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB4030/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4030
1432520,1808,HB4031,5,Vetoed,2022-02-08,"Labor: health and safety; penalty for failure to report a death; decrease by the maximum allowable amount if the death occurs on a family farm to certain individuals. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).","Labor: health and safety; penalty for failure to report a death; decrease by the maximum allowable amount if the death occurs on a family farm to certain individuals. Amends sec. 35 of 1974 PA 154 (MCL 408.1035).",808,"House Agriculture",2022-02-08,"Re-referred To Committee On Agriculture",https://legiscan.com/MI/bill/HB4031/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4031
1432291,1808,HB4032,1,Introduced,2021-01-27,"Education: teachers; teacher and school administrator performance evaluations; modify rating structure and data on student growth as factor. Amends secs. 1249 & 1249b of 1976 PA 451 (MCL 380.1249 & 380.1249b).","Education: teachers; teacher and school administrator performance evaluations; modify rating structure and data on student growth as factor. Amends secs. 1249 & 1249b of 1976 PA 451 (MCL 380.1249 & 380.1249b).",818,"House Education",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4032/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4032
1432427,1808,HB4033,2,Engrossed,2021-11-09,"Corrections: private facilities; prohibiting certain conduct relating to a prisoner in a correctional facility; expand to correctional facilities operated by a private contractor. Amends secs. 1a & 3a of 1909 PA 17 (MCL 800.281a & 800.283a). TIE BAR WITH: HB 4034'21","Corrections: private facilities; prohibiting certain conduct relating to a prisoner in a correctional facility; expand to correctional facilities operated by a private contractor. Amends secs. 1a & 3a of 1909 PA 17 (MCL 800.281a & 800.283a). TIE BAR WITH: HB 4034'21",3835,"Senate Judiciary And Public Safety",2021-11-10,"Referred To Committee On Judiciary And Public Safety",https://legiscan.com/MI/bill/HB4033/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4033
1432496,1808,HB4034,2,Engrossed,2021-11-09,"Crimes: trespassing; trespassing on property of a state correctional facility; expand. Amends sec. 552b of 1931 PA 328 (MCL 750.552b). TIE BAR WITH: HB 4033'21","Crimes: trespassing; trespassing on property of a state correctional facility; expand. Amends sec. 552b of 1931 PA 328 (MCL 750.552b). TIE BAR WITH: HB 4033'21",3835,"Senate Judiciary And Public Safety",2021-11-10,"Referred To Committee On Judiciary And Public Safety",https://legiscan.com/MI/bill/HB4034/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4034
1432175,1808,HB4035,4,Passed,2022-02-01,"Natural resources: inland lakes; lake level assessment fee reimbursement; provide for under certain circumstances. Amends sec. 2150 of 1994 PA 451 (MCL 324.2150).","Natural resources: inland lakes; lake level assessment fee reimbursement; provide for under certain circumstances. Amends sec. 2150 of 1994 PA 451 (MCL 324.2150).",0,,2022-02-01,"Assigned Pa 1'22 With Immediate Effect",https://legiscan.com/MI/bill/HB4035/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4035
1432542,1808,HB4036,1,Introduced,2021-01-27,"Traffic control: violations; right-of-way violations; modify. Amends sec. 650 of 1949 PA 300 (MCL 257.650).","Traffic control: violations; right-of-way violations; modify. Amends sec. 650 of 1949 PA 300 (MCL 257.650).",827,"House Transportation",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4036/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4036
1432595,1808,HB4037,2,Engrossed,2021-06-24,"School aid: fiscal year appropriations; requirement for certain assessments; eliminate. Amends sec. 104b of 1979 PA 94 (MCL 388.1704b). TIE BAR WITH: HB 4038'21","School aid: fiscal year appropriations; requirement for certain assessments; eliminate. Amends sec. 104b of 1979 PA 94 (MCL 388.1704b). TIE BAR WITH: HB 4038'21",0,,2022-05-18,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB4037/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4037
1432237,1808,HB4038,2,Engrossed,2021-06-24,"Education: examinations; administration of certain assessments; prohibit certain state agencies from requiring. Amends sec. 1279g of 1976 PA 451 (MCL 380.1279g) & adds sec. 1279i.","Education: examinations; administration of certain assessments; prohibit certain state agencies from requiring. Amends sec. 1279g of 1976 PA 451 (MCL 380.1279g) & adds sec. 1279i.",0,,2022-05-18,"Referred To Committee Of The Whole With Substitute (s-1)",https://legiscan.com/MI/bill/HB4038/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4038
1432711,1808,HB4039,1,Introduced,2021-01-27,"Appropriations: supplemental; supplemental appropriations for fiscal year 2020-2021; provide for. Create appropriation act.","Appropriations: supplemental; supplemental appropriations for fiscal year 2020-2021; provide for. Create appropriation act.",0,,2021-02-04,"Motion To Discharge Committee Postponed For Day",https://legiscan.com/MI/bill/HB4039/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4039
1432376,1808,HB4040,4,Passed,2021-06-24,"Education: occupational schools; occupational school regulations; exempt certain apprenticeship programs. Amends sec. 1a of 1943 PA 148 (MCL 395.101a).","Education: occupational schools; occupational school regulations; exempt certain apprenticeship programs. Amends sec. 1a of 1943 PA 148 (MCL 395.101a).",0,,2021-06-24,"Assigned Pa 32'21",https://legiscan.com/MI/bill/HB4040/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4040
1432621,1808,HB4041,1,Introduced,2021-01-27,"Recreation: state parks; state park and forest campsite reservations; give residents first opportunity for. Amends secs. 74114 & 83106 of 1994 PA 451 (MCL 324.74114 & 324.83106).","Recreation: state parks; state park and forest campsite reservations; give residents first opportunity for. Amends secs. 74114 & 83106 of 1994 PA 451 (MCL 324.74114 & 324.83106).",0,,2022-06-09,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4041/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4041
1432481,1808,HB4042,1,Introduced,2021-01-27,"Education: examinations; administration of Michigan student test of educational progress (M-STEP) examination; suspend for the 2020-2021 school year. Amends sec. 104c of 1979 PA 94 (MCL 388.1704c) & adds sec. 104h.","Education: examinations; administration of Michigan student test of educational progress (M-STEP) examination; suspend for the 2020-2021 school year. Amends sec. 104c of 1979 PA 94 (MCL 388.1704c) & adds sec. 104h.",818,"House Education",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4042/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4042
1432234,1808,HB4043,4,Passed,2021-06-09,"Mental health: other; information gathered by the electronic inpatient bed registry; require to be reported to the Michigan crisis and access line. Amends sec. 151 of 1974 PA 258 (MCL 330.1151).","Mental health: other; information gathered by the electronic inpatient bed registry; require to be reported to the Michigan crisis and access line. Amends sec. 151 of 1974 PA 258 (MCL 330.1151).",0,,2021-06-09,"Assigned Pa 21'21",https://legiscan.com/MI/bill/HB4043/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4043
1432168,1808,HB4044,4,Passed,2021-06-09,"Mental health: other; state-operated registries related to mental health; require to report data to the Michigan crisis and access line. Amends sec. 165 of 1974 PA 258 (MCL 330.1165).","Mental health: other; state-operated registries related to mental health; require to report data to the Michigan crisis and access line. Amends sec. 165 of 1974 PA 258 (MCL 330.1165).",0,,2021-06-09,"Assigned Pa 22'21",https://legiscan.com/MI/bill/HB4044/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4044
1432693,1808,HB4045,1,Introduced,2021-01-27,"Corrections: other; mental health discharge planning; provide for. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 34e.","Corrections: other; mental health discharge planning; provide for. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 34e.",821,"House Judiciary",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4045/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4045
1432306,1808,HB4046,1,Introduced,2021-01-27,"Health occupations: nurses; nurse licensure compact; enact. Amends secs. 16170a, 16222, 16231, 16238 & 17201 of 1978 PA 368 (MCL 333.16170a et seq.) & adds secs. 16190, 17225 & 17225a.","Health occupations: nurses; nurse licensure compact; enact. Amends secs. 16170a, 16222, 16231, 16238 & 17201 of 1978 PA 368 (MCL 333.16170a et seq.) & adds secs. 16190, 17225 & 17225a.",892,"House Health Policy",2021-01-28,"Bill Electronically Reproduced 01/27/2021",https://legiscan.com/MI/bill/HB4046/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4046
1432405,1808,HB4047,4,Passed,2021-03-09,"Appropriations: supplemental; supplemental appropriations; provide for fiscal year 2020-2021. Create appropriation act.","Appropriations: supplemental; supplemental appropriations; provide for fiscal year 2020-2021. Create appropriation act.",0,,2021-03-09,"Motion To Override Line Item(s) Failed Roll Call # 35 Yeas 66 Nays 43 Excused 0 Not Voting 1",https://legiscan.com/MI/bill/HB4047/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4047
1432569,1808,HB4048,4,Passed,2021-03-09,"School aid: supplemental; supplemental school funding; provide for. Amends secs. 11, 21f, 31n & 167 of 1979 PA 94 (MCL 388.1611 et seq.) & adds secs. 11n, 11o, 11r, 23b, 23c, 23d, 23e & 104a.","School aid: supplemental; supplemental school funding; provide for. Amends secs. 11, 21f, 31n & 167 of 1979 PA 94 (MCL 388.1611 et seq.) & adds secs. 11n, 11o, 11r, 23b, 23c, 23d, 23e & 104a.",0,,2021-03-09,"Motion To Override Line Item(s) Failed Roll Call # 37 Yeas 65 Nays 44 Excused 0 Not Voting 1",https://legiscan.com/MI/bill/HB4048/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4048
1432564,1808,HB4049,5,Vetoed,2021-03-09,"Health: diseases; authority to close certain schools to in-person instruction and prohibit certain sporting events in emergency orders issued in response to an epidemic; modify. Amends secs. 2253 & 2453 of 1978 PA 368 (MCL 333.2253 & 333.2453) & adds sec. 2453a.","Health: diseases; authority to close certain schools to in-person instruction and prohibit certain sporting events in emergency orders issued in response to an epidemic; modify. Amends secs. 2253 & 2453 of 1978 PA 368 (MCL 333.2253 & 333.2453) & adds sec. 2453a.",889,"House Appropriations",2021-03-09,"Re-referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4049/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4049
1432228,1808,HB4050,4,Passed,2021-06-24,"Civil rights: public records; certain data relating to location of game; exempt from freedom of information act requests. Amends sec. 13 of 1976 PA 442 (MCL 15.243).","Civil rights: public records; certain data relating to location of game; exempt from freedom of information act requests. Amends sec. 13 of 1976 PA 442 (MCL 15.243).",0,,2021-06-24,"Assigned Pa 33'21 With Immediate Effect",https://legiscan.com/MI/bill/HB4050/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4050
1432678,1808,HB4051,1,Introduced,2021-01-28,"Retirement: forfeiture; forfeiture of Michigan public school employees' retirement benefits for individual convicted of criminal sexual conduct; provide for. Amends secs. 2 & 3 of 1994 PA350 (MCL 38.2702 & 38.2703).","Retirement: forfeiture; forfeiture of Michigan public school employees' retirement benefits for individual convicted of criminal sexual conduct; provide for. Amends secs. 2 & 3 of 1994 PA350 (MCL 38.2702 & 38.2703).",821,"House Judiciary",2021-02-02,"Bill Electronically Reproduced 01/28/2021",https://legiscan.com/MI/bill/HB4051/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4051
1432633,1808,HB4052,2,Engrossed,2021-04-27,"State: other; participation in daylight savings time; eliminate. Creates new act.","State: other; participation in daylight savings time; eliminate. Creates new act.",838,"Senate Government Operations",2021-04-28,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4052/2021,http://legislature.mi.gov/doc.aspx?2021-HB-4052
