bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
917155,597536,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917155,599966,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 21",103,4,0,0,107
917155,601154,2017-03-09,Senate,"Senate Third Reading: Roll Call # 57",35,0,0,3,38
917171,680983,2017-12-13,House,"Reported With Recommendation Without Amendment",3,0,0,0,3
917171,711676,2018-02-22,House,"House Third Reading: Given Immediate Effect Roll Call # 95",62,46,0,0,108
917171,727881,2018-03-22,Senate,"Reported Favorably Without Amendment",3,1,0,0,4
917183,571629,2017-01-25,Senate,"Reported Favorably Without Amendment",3,1,0,0,4
917183,584119,2017-02-14,Senate,"Senate Third Reading: Passed Roll Call # 27",36,1,0,1,38
917183,595186,2017-02-28,House,"Reported With Recommendation With Substitute H-1",10,0,0,0,10
917183,603618,2017-03-09,House,"House Third Reading: Given Immediate Effect Roll Call # 31",108,0,0,0,108
917183,603619,2017-03-14,Senate,"Senate Third Reading: Roll Call # 69",36,1,0,1,38
917195,574094,2017-01-31,Senate,"Reported Favorably With Substitute  S-1",5,0,0,0,5
917195,576083,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 7",35,0,0,3,38
917195,596908,2017-03-02,House,"Reported With Recommendation With Substitute H-2",9,0,0,0,9
917195,597558,2017-03-02,House,"Reported With Recommendation With Substitute  H-2",9,0,0,0,9
917195,600030,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 17",83,24,0,0,107
917195,601268,2017-03-09,Senate,"Senate Third Reading: Roll Call # 54",34,1,0,3,38
917206,586345,2017-02-15,House,"Reported With Recommendation Without Amendment",11,0,0,0,11
917206,592510,2017-02-23,House,"House Third Reading: Given Immediate Effect Roll Call # 4",107,0,0,0,107
917206,648995,2017-05-23,Senate,"Reported Favorably Without Amendment",9,0,0,0,9
917206,655168,2017-05-30,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 231",38,0,0,0,38
917219,574359,2017-01-31,Senate,"Reported Favorably Without Amendment",4,1,0,0,5
917219,576273,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 15",34,1,0,3,38
917219,597008,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917219,597708,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917219,600012,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 24",101,6,0,0,107
917219,601159,2017-03-09,Senate,"Senate Third Reading: Roll Call # 60",34,1,0,3,38
917310,610956,2017-03-21,House,"Reported With Recommendation Without Amendment",12,1,0,0,13
917310,615564,2017-03-29,House,"House Third Reading: Given Immediate Effect Roll Call # 60",106,2,0,0,108
917324,574528,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917324,576365,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 14",35,0,0,3,38
917324,597205,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917324,597986,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917324,600020,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 23",103,4,0,0,107
917324,601284,2017-03-09,Senate,"Senate Third Reading: Roll Call # 59",35,0,0,3,38
917352,574551,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917352,576296,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 19",35,0,0,3,38
917352,596903,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917352,597610,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917352,600032,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 28",106,1,0,0,107
917352,601162,2017-03-09,Senate,"Senate Third Reading: Roll Call # 63",35,0,0,3,38
917365,645223,2017-05-16,Senate,"Reported Favorably Without Amendment",7,0,0,0,7
917388,590314,2017-02-21,House,"Reported With Recommendation Without Amendment",14,0,0,0,14
917388,595994,2017-03-01,House,"House Third Reading: Given Immediate Effect Roll Call # 6",108,0,0,0,108
917388,627329,2017-04-18,Senate,"Reported Favorably Without Amendment",4,0,0,0,4
917388,632307,2017-04-25,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 113",37,0,0,1,38
917403,579175,2017-02-07,Senate,"Reported Favorably Without Amendment",7,1,0,0,8
917403,581409,2017-02-09,Senate,"Senate Third Reading: Passed Roll Call # 24",24,13,0,1,38
917403,679990,2017-12-05,House,"Reported With Recommendation With Substitute H-4",11,3,0,0,14
917403,781312,2018-12-20,House,"House Third Reading: Given Immediate Effect Roll Call # 905",56,53,0,0,109
917403,781313,2018-12-20,Senate,"Senate Third Reading: Roll Call # 1011",24,14,0,0,38
917425,574179,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917425,576090,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 20",35,0,0,3,38
917425,597160,2017-03-02,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
917425,600046,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 29",106,1,0,0,107
917438,616221,2017-03-30,Senate,"Reported Favorably Without Amendment",4,1,0,0,5
917479,574532,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917479,576364,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 11",35,0,0,3,38
917479,596841,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917479,597564,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917479,600011,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 20",100,7,0,0,107
917479,601233,2017-03-09,Senate,"Senate Third Reading: Roll Call # 56",35,0,0,3,38
917491,574541,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917491,576046,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 17",35,0,0,3,38
917491,596831,2017-03-02,House,"Reported With Recommendation With Substitute H-2",9,0,0,0,9
917491,597549,2017-03-02,House,"Reported With Recommendation With Substitute  H-2",9,0,0,0,9
917491,599997,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 26",107,0,0,0,107
917491,601126,2017-03-09,Senate,"Senate Third Reading: Roll Call # 61",34,1,0,3,38
917514,574033,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917514,576067,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 4",35,0,0,3,38
917514,597154,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917514,598041,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917514,600103,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 14",107,0,0,0,107
917514,601015,2017-03-09,Senate,"Senate Third Reading: Roll Call # 51",35,0,0,3,38
917539,659255,2017-06-06,House,"Reported With Recommendation With Substitute H-1",14,0,0,0,14
917539,660509,2017-06-06,House,"Reported With Recommendation With Substitute  H-1",14,0,0,0,14
917539,664479,2017-06-15,House,"House Third Reading: Given Immediate Effect Roll Call # 206",101,6,0,0,107
917539,679461,2017-11-28,Senate,"Reported Favorably Without Amendment",4,0,0,0,4
917539,680617,2017-12-12,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 513",38,0,0,0,38
917548,573912,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917548,576526,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 18",35,0,0,3,38
917548,596928,2017-03-02,House,"Reported With Recommendation With Substitute H-1",7,2,0,0,9
917548,597638,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",7,2,0,0,9
917548,600276,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 27",107,0,0,0,107
917548,601074,2017-03-09,Senate,"Senate Third Reading: Roll Call # 62",35,0,0,3,38
917607,574530,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917607,576017,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 1",35,0,0,3,38
917607,596811,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917607,597635,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917607,600288,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 11",107,0,0,0,107
917607,601102,2017-03-09,Senate,"Senate Third Reading: Roll Call # 48",34,0,1,3,38
917618,571630,2017-01-25,Senate,"Reported Favorably Without Amendment",4,0,0,0,4
917618,595922,2017-02-28,Senate,"Senate Third Reading: Passed Roll Call # 41",36,0,0,2,38
917618,615504,2017-03-28,House,"Reported With Recommendation With Substitute  H-1",9,1,0,0,10
917618,677802,2017-10-05,House,"House Third Reading: Given Immediate Effect Roll Call # 290",107,1,0,0,108
917618,677807,2017-10-10,Senate,"Senate Third Reading: Roll Call # 376",36,0,0,2,38
917641,574512,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917641,576003,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 5",35,0,0,3,38
917641,597192,2017-03-02,House,"Reported With Recommendation With Substitute H-1",6,3,0,0,9
917641,597522,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",6,3,0,0,9
917641,600095,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 15",73,34,0,0,107
917641,600934,2017-03-09,Senate,"Senate Third Reading: Roll Call # 52",28,7,0,3,38
917667,574731,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917667,576095,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 10",34,1,0,3,38
917667,597158,2017-03-02,House,"Reported With Recommendation With Substitute H-1",7,1,0,0,8
917667,598031,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",7,1,0,0,8
917681,573970,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917681,576443,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 13",35,0,0,3,38
917681,596839,2017-03-02,House,"Reported With Recommendation With Substitute H-1",6,3,0,0,9
917681,597554,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",6,3,0,0,9
917681,599989,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 22",63,44,0,0,107
917681,601295,2017-03-09,Senate,"Senate Third Reading: Roll Call # 58",28,7,0,3,38
917716,603507,2017-03-14,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917716,605694,2017-03-16,Senate,"Senate Third Reading: Passed Roll Call # 74",37,0,0,1,38
917716,632707,2017-04-25,House,"Reported With Recommendation Without Amendment",13,1,0,0,14
917716,639187,2017-05-03,House,"House Third Reading: Given Immediate Effect Roll Call # 91",94,12,0,0,106
917756,573907,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917756,575974,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 9",35,0,0,3,38
917756,596822,2017-03-02,House,"Reported With Recommendation With Substitute H-1",6,1,0,0,7
917756,597541,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",6,1,0,0,7
917756,600115,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 19",99,8,0,0,107
917756,600954,2017-03-09,Senate,"Senate Third Reading: Roll Call # 55",35,0,0,3,38
917768,571237,2017-01-25,Senate,"Reported Favorably Without Amendment",3,0,0,0,3
917768,581218,2017-02-09,Senate,"Senate Third Reading: Passed Roll Call # 25",37,0,0,1,38
917785,573905,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917785,575971,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 6",35,0,0,3,38
917785,597159,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917785,598039,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917785,600298,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 16",107,0,0,0,107
917785,601318,2017-03-09,Senate,"Senate Third Reading: Roll Call # 53",35,0,0,3,38
917793,574068,2017-01-31,Senate,"Reported Favorably With Substitute  S-1",5,0,0,0,5
917793,576072,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 8",35,0,0,3,38
917793,596877,2017-03-02,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
917793,600083,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 18",107,0,0,0,107
917833,677305,2017-09-26,Senate,"Reported Favorably With Substitute  S-2",4,0,0,0,4
917833,678053,2017-10-17,Senate,"Senate Third Reading: Passed Roll Call # 391",38,0,0,0,38
917874,574031,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917874,575969,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 3",35,0,0,3,38
917874,597167,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917874,597561,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917874,600279,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 13",107,0,0,0,107
917874,601254,2017-03-09,Senate,"Senate Third Reading: Roll Call # 50",35,0,0,3,38
917886,574082,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917886,576077,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 2",35,0,0,3,38
917886,597207,2017-03-02,House,"Reported With Recommendation With Substitute H-1",9,0,0,0,9
917886,597530,2017-03-02,House,"Reported With Recommendation With Substitute  H-1",9,0,0,0,9
917886,600307,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 12",107,0,0,0,107
917886,601251,2017-03-09,Senate,"Senate Third Reading: Roll Call # 49",35,0,0,3,38
917899,576079,2017-02-02,Senate,"Reported Favorably With Substitute  S-1",3,1,0,0,4
917912,574228,2017-01-31,Senate,"Reported Favorably Without Amendment",4,0,0,0,4
917912,576118,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 21",29,6,0,3,38
917912,597054,2017-03-02,House,"Reported With Recommendation Without Amendment",6,3,0,0,9
917912,600009,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 30",65,42,0,0,107
917923,679402,2017-11-08,House,"Reported With Recommendation For Referral To Committee On Tax Policy",11,0,0,0,11
917948,576071,2017-02-02,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917948,589944,2017-02-21,Senate,"Senate Third Reading: Passed Roll Call # 34",34,1,0,3,38
917948,678885,2017-11-07,House,"Reported With Recommendation With Substitute  H-3",8,2,0,0,10
917948,681035,2017-12-13,House,"House Third Reading: Given Immediate Effect Roll Call # 484",66,44,0,0,110
917948,681036,2017-12-13,Senate,"Senate Third Reading: Roll Call # 566",37,0,0,1,38
917963,574328,2017-01-31,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
917963,576284,2017-02-02,Senate,"Senate Third Reading: Passed Roll Call # 16",35,0,0,3,38
917963,597206,2017-03-02,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
917963,600159,2017-03-08,House,"House Third Reading: Given Immediate Effect Roll Call # 25",104,3,0,0,107
917976,571622,2017-01-25,Senate,"Reported Favorably Without Amendment",3,0,0,0,3
917976,581039,2017-02-09,Senate,"Senate Third Reading: Passed Roll Call # 26",37,0,0,1,38
917976,599555,2017-03-07,House,"Reported With Recommendation Without Amendment",10,0,0,0,10
917976,628623,2017-04-19,House,"House Third Reading: Given Immediate Effect Roll Call # 69",107,0,0,0,107
917987,608529,2017-03-21,Senate,"Reported Favorably Without Amendment",9,0,0,0,9
917987,611241,2017-03-23,Senate,"Senate Third Reading: Passed Roll Call # 83",37,0,0,1,38
917987,651048,2017-05-18,House,"Reported With Recommendation Without Amendment",16,1,0,0,17
917987,659257,2017-05-31,House,"House Third Reading: Given Immediate Effect Roll Call # 160",107,0,0,0,107
917998,660453,2017-06-07,Senate,"Reported Favorably With Substitute  S-4",10,0,0,0,10
917998,667979,2017-06-22,Senate,"Senate Third Reading: Passed Roll Call # 295",36,1,0,1,38
917998,677601,2017-10-04,House,"Reported With Recommendation With Substitute  H-2",17,0,0,0,17
917998,680975,2017-12-13,House,"House Third Reading: Given Immediate Effect Roll Call # 478",104,6,0,0,110
917998,680976,2017-12-13,Senate,"Senate Third Reading: Roll Call # 561",36,1,0,1,38
918012,599376,2017-03-07,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
918012,601218,2017-03-09,Senate,"Senate Third Reading: Passed Roll Call # 68",35,0,0,3,38
918012,603743,2017-03-14,House,"Reported With Recommendation Without Amendment",14,0,0,0,14
918012,605622,2017-03-16,House,"House Third Reading: Given Immediate Effect Roll Call # 49",108,0,0,0,108
929671,596321,2017-03-01,House,"Reported With Recommendation With Substitute H-1",11,0,0,0,11
929671,603551,2017-03-14,House,"House Third Reading: Given Immediate Effect Roll Call # 33",106,2,0,0,108
929671,615053,2017-03-29,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
929671,628470,2017-04-19,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 106",36,0,0,2,38
929724,599484,2017-03-07,House,"Reported With Recommendation Without Amendment",10,1,0,0,11
929724,605444,2017-03-16,House,"House Third Reading: Given Immediate Effect Roll Call # 46",106,2,0,0,108
929724,616334,2017-03-30,Senate,"Reported Favorably With Substitute  S-1",5,0,0,0,5
929724,632135,2017-04-25,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 112",37,0,0,1,38
929724,636676,2017-05-02,House,"House Third Reading: Roll Call # 83",105,2,0,0,107
929787,604730,2017-03-15,House,"Reported With Recommendation With Substitute H-1",9,3,0,0,12
929787,615058,2017-03-28,House,"House Third Reading: Given Immediate Effect Roll Call # 57",76,31,0,0,107
929787,691331,2018-01-30,Senate,"Reported Favorably Without Amendment",4,0,0,0,4
929819,603644,2017-03-14,House,"Reported With Recommendation Without Amendment",8,0,0,0,8
929819,605538,2017-03-16,House,"House Third Reading: Given Immediate Effect Roll Call # 48",108,0,0,0,108
929850,599517,2017-03-07,House,"Reported With Recommendation Without Amendment",10,1,0,0,11
929850,605553,2017-03-16,House,"House Third Reading: Given Immediate Effect Roll Call # 45",107,1,0,0,108
929850,616266,2017-03-30,Senate,"Reported Favorably With Substitute  S-1",5,0,0,0,5
929850,632133,2017-04-25,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 111",37,0,0,1,38
929850,636807,2017-05-02,House,"House Third Reading: Roll Call # 82",105,2,0,0,107
929882,610574,2017-03-21,House,"Reported With Recommendation Without Amendment",11,1,0,0,12
929882,646203,2017-05-17,House,"House Third Reading: Given Immediate Effect Roll Call # 103",104,3,0,0,107
929882,661164,2017-06-08,Senate,"Reported Favorably Without Amendment",3,0,0,0,3
929882,679495,2017-11-29,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 464",38,0,0,0,38
929975,610446,2017-03-21,House,"Reported With Recommendation For Referral To Committee On Law And Justice",10,0,0,0,10
930067,677337,2017-09-27,House,"Reported With Recommendation With Substitute  H-1",16,0,0,0,16
930067,677619,2017-09-27,House,"Reported With Recommendation With Substitute H-1",16,0,0,0,16
930067,677817,2017-10-10,House,"House Third Reading: Given Immediate Effect Roll Call # 296",100,6,0,0,106
930067,780597,2018-12-12,Senate,"Reported Favorably With Substitute  S-1",4,0,0,0,4
930067,780695,2018-12-13,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 796",36,1,0,1,38
930067,781169,2018-12-19,House,"House Third Reading: Roll Call # 883",102,7,0,0,109
930097,677331,2017-09-27,House,"Reported With Recommendation Without Amendment",16,0,0,0,16
930097,677805,2017-10-10,House,"House Third Reading: Given Immediate Effect Roll Call # 295",100,6,0,0,106
930097,780496,2018-12-12,Senate,"Reported Favorably With Substitute  S-1",4,0,0,0,4
930097,780681,2018-12-13,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 795",36,1,0,1,38
930097,781204,2018-12-19,House,"House Third Reading: Roll Call # 882",103,6,0,0,109
930128,636182,2017-04-27,House,"Reported With Recommendation Without Amendment",9,5,0,0,14
930128,681050,2017-12-12,House,"House Third Reading: Given Immediate Effect Roll Call # 460",64,45,0,0,109
930128,760940,2018-06-06,Senate,"Reported Favorably With Substitute  S-1",4,0,0,0,4
930128,762401,2018-06-12,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 494",26,10,0,1,37
930128,764608,2018-06-12,House,"House Third Reading: Roll Call # 557",63,46,0,0,109
930128,764609,2018-06-12,Senate,"Senate Third Reading: Roll Call # 554",25,11,0,1,37
930219,615673,2017-03-29,House,"Reported With Recommendation With Substitute  H-2",13,2,0,0,15
930219,636293,2017-04-27,House,"House Third Reading: Given Immediate Effect Roll Call # 80",100,9,0,0,109
930219,645311,2017-05-16,Senate,"Reported Favorably Without Amendment",9,0,0,0,9
930219,781316,2018-12-20,Senate,"Senate Third Reading: Passed Roll Call # 1023",36,2,0,0,38
932274,711702,2018-02-22,House,"Reported With Recommendation With Substitute  H-5",15,0,0,0,15
932274,722541,2018-03-13,House,"House Third Reading: Given Immediate Effect Roll Call # 155",102,7,0,0,109
932274,760590,2018-06-06,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
932449,610368,2017-03-22,House,"Reported With Recommendation With Substitute  H-2",9,0,0,0,9
932449,616410,2017-03-30,House,"House Third Reading: Given Immediate Effect Roll Call # 64",108,0,0,0,108
932449,655406,2017-05-25,Senate,"Reported Favorably Without Amendment",5,0,0,0,5
932449,662557,2017-06-13,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 248",36,0,0,2,38
934088,580477,2017-02-08,Senate,"Reported Favorably With Substitute  S-1",3,0,0,0,3
934088,585717,2017-02-15,Senate,"Senate Third Reading: Passed Roll Call # 33",36,0,0,2,38
934088,592476,2017-02-22,House,"Reported With Recommendation Without Amendment",9,0,0,0,9
934088,596961,2017-03-02,House,"House Third Reading: Given Immediate Effect Roll Call # 9",106,2,0,0,108
934088,599977,2017-03-08,House,"House Third Reading: Passed Roll Call # 10",107,0,0,0,107
934088,610872,2017-03-21,House,"House Third Reading: Passed Roll Call # 50",108,0,0,0,108
934088,610873,2017-03-22,Senate,"Senate Third Reading: Roll Call # 76",38,0,0,0,38
934256,722451,2018-03-13,House,"Reported With Recommendation With Substitute  H-4",8,0,0,0,8
934256,722452,2018-03-13,House,"Reported With Recommendation With Substitute H-4",8,0,0,0,8
934256,727211,2018-03-21,House,"House Third Reading: Given Immediate Effect Roll Call # 189",104,4,0,0,108
934256,753549,2018-05-15,Senate,"Reported Favorably Without Amendment",8,0,0,0,8
934256,757331,2018-05-29,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 365",36,0,0,1,37
934343,713516,2018-02-28,House,"Reported With Recommendation With Substitute  H-2",25,4,0,0,29
934343,719387,2018-03-07,House,"House Third Reading: Given Immediate Effect Roll Call # 135",95,13,0,0,108
934343,755135,2018-05-17,Senate,"Reported Favorably With Substitute  S-1",3,1,0,0,4
934411,713530,2018-02-28,House,"Reported With Recommendation With Substitute  H-2",24,4,0,0,28
934411,719046,2018-03-07,House,"House Third Reading: Given Immediate Effect Roll Call # 134",94,14,0,0,108
934411,754972,2018-05-17,Senate,"Reported Favorably With Substitute  S-1",3,2,0,0,5
934465,713540,2018-02-28,House,"Reported With Recommendation Without Amendment",24,4,0,0,28
934465,719412,2018-03-07,House,"House Third Reading: Given Immediate Effect Roll Call # 136",101,7,0,0,108
934465,755146,2018-05-17,Senate,"Reported Favorably With Substitute  S-1",5,0,0,0,5
934517,660361,2017-06-07,House,"Reported With Recommendation With Substitute  H-1",7,4,0,0,11
938568,584386,2017-02-14,Senate,"Reported Favorably With Substitute  S-1",5,0,0,0,5
938591,727133,2018-03-21,House,"Reported With Recommendation With Substitute  H-3",12,1,0,0,13
938591,737747,2018-03-21,House,"Reported With Recommendation With Substitute H-3",12,1,0,0,13
938591,742048,2018-04-18,House,"House Third Reading: Given Immediate Effect Roll Call # 231",76,33,0,0,109
938591,753559,2018-05-15,Senate,"Reported Favorably With Substitute  S-1",4,2,0,0,6
938591,761245,2018-06-07,Senate,"Senate Third Reading: Given Immediate Effect Roll Call # 414",27,9,0,1,37
938591,764527,2018-06-12,House,"House Third Reading: Roll Call # 535",81,28,0,0,109
938694,646699,2017-05-18,Senate,"Reported Favorably With Substitute  S-1",15,0,0,0,15
938694,649497,2017-05-24,Senate,"Senate Third Reading: Passed Roll Call # 224",38,0,0,0,38
938694,660356,2017-06-07,House,"Reported With Recommendation With Substitute  H-2",16,13,0,0,29
938694,664362,2017-06-15,House,"House Third Reading: Given Immediate Effect Roll Call # 208",104,3,0,0,107
938694,669441,2017-06-22,Senate,"Senate Third Reading: Roll Call # 311",37,0,0,1,38
938746,616206,2017-03-30,Senate,"Reported Favorably Without Amendment",6,0,0,0,6
938746,631312,2017-04-20,Senate,"Senate Third Reading: Passed Roll Call # 110",37,0,0,1,38
