bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
907915,1414,HB4001,1,Introduced,2017-01-11,"Individual income tax; rate; annual rollback of rate until zero; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).","Individual income tax; rate; annual rollback of rate until zero; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).",0,,2017-02-23,"Postponed For The Day",https://legiscan.com/MI/bill/HB4001/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4001
909921,1414,HB4024,1,Introduced,2017-01-12,"Traffic control; driver license; renewal of driver license; extend to 8 years. Amends secs. 307 & 314 of 1949 PA 300 (MCL 257.307 & 257.314).","Traffic control; driver license; renewal of driver license; extend to 8 years. Amends secs. 307 & 314 of 1949 PA 300 (MCL 257.307 & 257.314).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4024/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4024
909793,1414,HB4025,1,Introduced,2017-01-12,"Crimes; animals; penalties for person engaged in cruel treatment of companion animal in presence of a child; provide for. Amends sec. 50 of 1931 PA 328 (MCL 750.50).","Crimes; animals; penalties for person engaged in cruel treatment of companion animal in presence of a child; provide for. Amends sec. 50 of 1931 PA 328 (MCL 750.50).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4025/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4025
910325,1414,HB4026,1,Introduced,2017-01-12,"Crimes; domestic violence; animal abuse crimes; include in definition of domestic violence under certain circumstances. Amends secs. 1 & 7 of 1978 PA 389 (MCL 400.1501 & 400.1507).","Crimes; domestic violence; animal abuse crimes; include in definition of domestic violence under certain circumstances. Amends secs. 1 & 7 of 1978 PA 389 (MCL 400.1501 & 400.1507).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4026/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4026
909825,1414,HB4027,1,Introduced,2017-01-12,"Civil rights; open meetings; school board preventive security planning; provide exemption in open meetings act. Amends sec. 8 of 1976 PA 267 (MCL 15.268).","Civil rights; open meetings; school board preventive security planning; provide exemption in open meetings act. Amends sec. 8 of 1976 PA 267 (MCL 15.268).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4027/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4027
909857,1414,HB4028,1,Introduced,2017-01-12,"Sales tax; collections; sales tax on higher education books; exempt. Amends sec. 4a of 1933 PA 167 (MCL 205.54a).","Sales tax; collections; sales tax on higher education books; exempt. Amends sec. 4a of 1933 PA 167 (MCL 205.54a).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4028/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4028
910191,1414,HB4029,1,Introduced,2017-01-12,"State financing and management; other; state to collect city income tax for local municipalities; clarify enforcement. Amends sec. 13 of 1941 PA 122 (MCL 205.13).","State financing and management; other; state to collect city income tax for local municipalities; clarify enforcement. Amends sec. 13 of 1941 PA 122 (MCL 205.13).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4029/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4029
910087,1414,HB4030,4,Passed,2018-08-15,"Individual income tax; checkoff; donation to the Lions of Michigan Foundation; provide for. Amends sec. 435 of 1967 PA 281 (MCL 206.435). TIE BAR WITH: HB 4031'17","Individual income tax; checkoff; donation to the Lions of Michigan Foundation; provide for. Amends sec. 435 of 1967 PA 281 (MCL 206.435). TIE BAR WITH: HB 4031'17",0,,2018-08-15,"Assigned Pa 254'18 With Immediate Effect",https://legiscan.com/MI/bill/HB4030/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4030
910056,1414,HB4031,4,Passed,2018-08-15,"Individual income tax; other; Lions of Michigan Foundation fund act; create. Creates new act. TIE BAR WITH: HB 4030'17","Individual income tax; other; Lions of Michigan Foundation fund act; create. Creates new act. TIE BAR WITH: HB 4030'17",0,,2018-08-15,"Assigned Pa 255'18 With Immediate Effect",https://legiscan.com/MI/bill/HB4031/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4031
910226,1414,HB4032,1,Introduced,2017-01-12,"Higher education; financial aid; number of governing bodies authorized to establish promise zones; increase. Amends sec. 4 of 2008 PA 549 (MCL 390.1664).","Higher education; financial aid; number of governing bodies authorized to establish promise zones; increase. Amends sec. 4 of 2008 PA 549 (MCL 390.1664).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4032/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4032
910289,1414,HB4033,1,Introduced,2017-01-12,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends secs. 758, 759 & 759b of 1954 PA 116 (MCL 168.758 et seq.).","Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends secs. 758, 759 & 759b of 1954 PA 116 (MCL 168.758 et seq.).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4033/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4033
910020,1414,HB4034,1,Introduced,2017-01-12,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends sec. 759 of 1954 PA 116 (MCL 168.759). TIE BAR WITH: HB 4033'17, HB 4035'17","Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends sec. 759 of 1954 PA 116 (MCL 168.759). TIE BAR WITH: HB 4033'17, HB 4035'17",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4034/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4034
910557,1414,HB4035,1,Introduced,2017-01-12,"Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends sec. 759b of 1954 PA 116 (MCL 168.759b). TIE BAR WITH: HB 4033'17, HB 4034'17","Elections; absent voters; absent voter ballot; issue upon voter's request without requiring justification. Amends sec. 759b of 1954 PA 116 (MCL 168.759b). TIE BAR WITH: HB 4033'17, HB 4034'17",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4035/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4035
910490,1414,HB4036,1,Introduced,2017-01-12,"Campaign finance; statements and reports; period when disclosure is required for issue ads; change. Amends sec. 47 of 1976 PA 388 (MCL 169.247).","Campaign finance; statements and reports; period when disclosure is required for issue ads; change. Amends sec. 47 of 1976 PA 388 (MCL 169.247).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4036/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4036
909955,1414,HB4037,1,Introduced,2017-01-12,"Elections; registration; automatic voter registration when receiving driver license or identification card; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 493a. TIE BAR WITH: HB 4038'17, HB 4039'17","Elections; registration; automatic voter registration when receiving driver license or identification card; provide for. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 493a. TIE BAR WITH: HB 4038'17, HB 4039'17",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4037/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4037
909765,1414,HB4038,1,Introduced,2017-01-12,"Traffic control; driver license; declaration of United States citizenship on operator's or chauffeur's license application; require for automatic voter registration. Amends sec. 307 of 1949 PA 300 (MCL 257.307). TIE BAR WITH: HB 4037'17","Traffic control; driver license; declaration of United States citizenship on operator's or chauffeur's license application; require for automatic voter registration. Amends sec. 307 of 1949 PA 300 (MCL 257.307). TIE BAR WITH: HB 4037'17",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4038/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4038
910524,1414,HB4039,1,Introduced,2017-01-12,"State; identification cards; declaration of United States citizenship on personal identification card application; require for automatic voter registration. Amends sec. 1 of 1972 PA 222 (MCL 28.291). TIE BAR WITH: HB 4037'17","State; identification cards; declaration of United States citizenship on personal identification card application; require for automatic voter registration. Amends sec. 1 of 1972 PA 222 (MCL 28.291). TIE BAR WITH: HB 4037'17",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4039/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4039
910389,1414,HB4040,1,Introduced,2017-01-12,"Vehicles; registration; vehicle registration fees; exempt senior citizens from increases. Amends sec. 801 of 1949 PA 300 (MCL 257.801).","Vehicles; registration; vehicle registration fees; exempt senior citizens from increases. Amends sec. 801 of 1949 PA 300 (MCL 257.801).",0,,2017-01-18,"Bill Electronically Reproduced 01/12/2017",https://legiscan.com/MI/bill/HB4040/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4040
917807,1414,HB4041,1,Introduced,2017-01-18,"Insurance; insurers; expired, terminated, or canceled automobile insurance; require notification to secretary of state, and increase fines for second offense of operating vehicle without insurance. Amends secs. 3101a & 3102 of 1956 PA 218 (MCL 500.3101a & 500.3102). TIE BAR WITH: HB 4010'17","Insurance; insurers; expired, terminated, or canceled automobile insurance; require notification to secretary of state, and increase fines for second offense of operating vehicle without insurance. Amends secs. 3101a & 3102 of 1956 PA 218 (MCL 500.3101a & 500.3102). TIE BAR WITH: HB 4010'17",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4041/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4041
917655,1414,HB4042,1,Introduced,2017-01-18,"Traffic control; driver license; operating a motor vehicle without valid driver license; increase penalties and require police officers to take certain actions. Amends secs. 904 & 904a of 1949 PA 300 (MCL 257.904 & 257.904a).","Traffic control; driver license; operating a motor vehicle without valid driver license; increase penalties and require police officers to take certain actions. Amends secs. 904 & 904a of 1949 PA 300 (MCL 257.904 & 257.904a).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4042/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4042
917589,1414,HB4043,1,Introduced,2017-01-18,"Law enforcement; communications; missing senior and vulnerable adult plan; establish. Amends title of 2012 PA 176 (MCL 28.711 - 28.718) & adds sec. 2a.","Law enforcement; communications; missing senior and vulnerable adult plan; establish. Amends title of 2012 PA 176 (MCL 28.711 - 28.718) & adds sec. 2a.",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4043/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4043
917273,1414,HB4044,1,Introduced,2017-01-18,"Fireworks; use; sale and use of consumer fireworks in densely populated areas; prohibit unless a local unit of government allows by ordinance. Amends sec. 7 of 2011 PA 256 (MCL 28.457).","Fireworks; use; sale and use of consumer fireworks in densely populated areas; prohibit unless a local unit of government allows by ordinance. Amends sec. 7 of 2011 PA 256 (MCL 28.457).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4044/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4044
917468,1414,HB4045,1,Introduced,2017-01-18,"Transportation; school vehicles; seat belts; require on new school buses. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 22.","Transportation; school vehicles; seat belts; require on new school buses. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 22.",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4045/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4045
917628,1414,HB4046,1,Introduced,2017-01-18,"Education; financing; permissible use of sinking funds; expand to include school bus purchasing. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).","Education; financing; permissible use of sinking funds; expand to include school bus purchasing. Amends sec. 1212 of 1976 PA 451 (MCL 380.1212).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4046/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4046
917118,1414,HB4047,1,Introduced,2017-01-18,"Property tax; exemptions; eligible broadband equipment; exempt from personal property tax. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9p.","Property tax; exemptions; eligible broadband equipment; exempt from personal property tax. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 9p.",0,,2017-10-18,"Recommendation Concurred In",https://legiscan.com/MI/bill/HB4047/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4047
917310,1414,HB4048,2,Engrossed,2017-03-29,"Veterans; veterans' homes; employment preference at veterans' facilities; provide for veterans. Amends 1885 PA 152 (MCL 36.1 - 36.12) by adding sec. 11a.","Veterans; veterans' homes; employment preference at veterans' facilities; provide for veterans. Amends 1885 PA 152 (MCL 36.1 - 36.12) by adding sec. 11a.",2553,"Senate Veterans, Military Affairs And Homeland Security",2017-03-30,"Referred To Committee On Veterans, Military Affairs And Homeland Security",https://legiscan.com/MI/bill/HB4048/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4048
917502,1414,HB4049,1,Introduced,2017-01-18,"Insurance; no-fault; catastrophic claims association; require to disclose actuarial computation used in rate setting. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).","Insurance; no-fault; catastrophic claims association; require to disclose actuarial computation used in rate setting. Amends sec. 3104 of 1956 PA 218 (MCL 500.3104).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4049/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4049
917696,1414,HB4050,1,Introduced,2017-01-18,"Economic development; neighborhood enterprise zones; definition of rehabilitated facility; modify. Amends sec. 2 of 1992 PA 147 (MCL 207.772).","Economic development; neighborhood enterprise zones; definition of rehabilitated facility; modify. Amends sec. 2 of 1992 PA 147 (MCL 207.772).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4050/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4050
917141,1414,HB4051,1,Introduced,2017-01-18,"Human services; medical services; annual lead screening test for certain children enrolled in Medicaid and MIChild; require. Amends sec. 111k of 1939 PA 280 (MCL 400.111k).","Human services; medical services; annual lead screening test for certain children enrolled in Medicaid and MIChild; require. Amends sec. 111k of 1939 PA 280 (MCL 400.111k).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4051/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4051
917569,1414,HB4052,1,Introduced,2017-01-18,"Individual income tax; retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).","Individual income tax; retirement or pension benefits; 3-tier limitations and restrictions on deduction for retirement or pension benefits based on taxpayer's age; eliminate. Amends sec. 30 of 1967 PA 281 (MCL 206.30).",0,,2017-01-18,"Bill Electronically Reproduced 01/18/2017",https://legiscan.com/MI/bill/HB4052/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4052
917171,1414,HB4053,2,Engrossed,2018-02-22,"State; symbol; English; establish as official state language. Creates new act.","State; symbol; English; establish as official state language. Creates new act.",0,,2018-03-22,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB4053/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4053
917539,1414,HB4054,4,Passed,2017-12-28,"Transportation; school vehicles; enhanced rear lighting for school buses; allow. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 12.","Transportation; school vehicles; enhanced rear lighting for school buses; allow. Amends 1990 PA 187 (MCL 257.1801 - 257.1877) by adding sec. 12.",0,,2017-12-28,"Assigned Pa 233'17 With Immediate Effect",https://legiscan.com/MI/bill/HB4054/2017,http://legislature.mi.gov/doc.aspx?2017-HB-4054
