bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1665774,2027,HB4025,1,Introduced,2023-01-18,"Criminal procedure: jurisdiction; jurisdiction for prosecution for delivery of controlled substance causing death; modify. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 5a to ch. II. TIE BAR WITH: HB 4024'23","Criminal procedure: jurisdiction; jurisdiction for prosecution for delivery of controlled substance causing death; modify. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 5a to ch. II. TIE BAR WITH: HB 4024'23",2827,"House Criminal Justice",2023-01-19,"Bill Electronically Reproduced 01/18/2023",https://legiscan.com/MI/bill/HB4025/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4025
1665474,2027,HB4026,1,Introduced,2023-01-18,"State agencies (proposed): authorities; use of grant funds and issuance of revenue bonds; modify. Amends secs. 2, 4, 8, 9, 14 & 22 of 1978 PA 639 (MCL 120.102 et seq.).","State agencies (proposed): authorities; use of grant funds and issuance of revenue bonds; modify. Amends secs. 2, 4, 8, 9, 14 & 22 of 1978 PA 639 (MCL 120.102 et seq.).",825,"House Tax Policy",2023-01-19,"Bill Electronically Reproduced 01/18/2023",https://legiscan.com/MI/bill/HB4026/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4026
1665924,2027,HB4027,2,Engrossed,2024-12-03,"Education: other; purple star school program; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1138a.","Education: other; purple star school program; create. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1138a.",834,"Senate Education",2024-12-05,"Referred To Committee On Education",https://legiscan.com/MI/bill/HB4027/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4027
1665429,2027,HB4028,2,Engrossed,2024-02-07,"Traffic control: traffic regulation; seasonal weight restrictions; revise exemption for tow truck, wrecker, or road service vehicles under certain circumstances. Amends sec. 722 of 1949 PA 300 (MCL 257.722).","Traffic control: traffic regulation; seasonal weight restrictions; revise exemption for tow truck, wrecker, or road service vehicles under certain circumstances. Amends sec. 722 of 1949 PA 300 (MCL 257.722).",3836,"Senate Transportation And Infrastructure",2024-02-13,"Referred To Committee On Transportation And Infrastructure",https://legiscan.com/MI/bill/HB4028/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4028
1666225,2027,HB4029,1,Introduced,2023-01-18,"Elections: presidential primary; presidential primary election date; revise. Amends sec. 613a of 1954 PA 116 (MCL 168.613a).","Elections: presidential primary; presidential primary election date; revise. Amends sec. 613a of 1954 PA 116 (MCL 168.613a).",3165,"House Elections",2023-01-19,"Bill Electronically Reproduced 01/18/2023",https://legiscan.com/MI/bill/HB4029/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4029
1665725,2027,HB4030,1,Introduced,2023-01-18,"Food: other; lead leachate levels for dinnerware; regulate. Amends sec. 6101 of 2000 PA 92 (MCL 289.6101).","Food: other; lead leachate levels for dinnerware; regulate. Amends sec. 6101 of 2000 PA 92 (MCL 289.6101).",0,,2023-02-28,"Recommendation Concurred In",https://legiscan.com/MI/bill/HB4030/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4030
1665874,2027,HB4031,1,Introduced,2023-01-18,"Corrections: other; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 33b of 1953 PA 232 (MCL 791.233b). TIE BAR WITH: HB 4006'23","Corrections: other; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 33b of 1953 PA 232 (MCL 791.233b). TIE BAR WITH: HB 4006'23",0,,2023-03-01,"Referred To Second Reading",https://legiscan.com/MI/bill/HB4031/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4031
1665623,2027,HB4032,4,Passed,2023-03-23,"Criminal procedure: sentencing guidelines; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 16a, ch. XVII of 1927 PA 175 (MCL 777.16a). TIE BAR WITH: HB 4006'23","Criminal procedure: sentencing guidelines; reference to crime of administering drugs to procure miscarriage; remove to reflect repeal. Amends sec. 16a, ch. XVII of 1927 PA 175 (MCL 777.16a). TIE BAR WITH: HB 4006'23",0,,2023-03-23,"Assigned Pa 13'23",https://legiscan.com/MI/bill/HB4032/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4032
1669095,2027,HB4033,2,Engrossed,2023-05-11,"Elections: special elections; state to reimburse costs for certain special elections; require. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 634b.","Elections: special elections; state to reimburse costs for certain special elections; require. Amends 1954 PA 116 (MCL 168.1 - 168.992) by adding sec. 634b.",4745,"Senate Elections And Ethics",2023-05-16,"Referred To Committee On Elections And Ethics",https://legiscan.com/MI/bill/HB4033/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4033
1669281,2027,HB4034,1,Introduced,2023-01-19,"Labor: fair employment practices; labor service agencies; regulate. Creates new act.","Labor: fair employment practices; labor service agencies; regulate. Creates new act.",891,"House Labor",2023-01-24,"Bill Electronically Reproduced 01/19/2023",https://legiscan.com/MI/bill/HB4034/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4034
1668733,2027,HB4035,1,Introduced,2023-01-19,"Labor: hours and wages; scheduling standards for certain employers; provide for. Creates new act.","Labor: hours and wages; scheduling standards for certain employers; provide for. Creates new act.",891,"House Labor",2023-01-24,"Bill Electronically Reproduced 01/19/2023",https://legiscan.com/MI/bill/HB4035/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4035
1669466,2027,HB4036,1,Introduced,2023-01-19,"Public utilities: natural gas utilities; local units of government imposing a ban on the use of natural gas or installation of natural gas infrastructure; prohibit. Creates new act.","Public utilities: natural gas utilities; local units of government imposing a ban on the use of natural gas or installation of natural gas infrastructure; prohibit. Creates new act.",4744,"House Natural Resources, Environment, Tourism And Outdoor Recreation",2023-01-24,"Bill Electronically Reproduced 01/19/2023",https://legiscan.com/MI/bill/HB4036/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4036
1668914,2027,HB4037,1,Introduced,2023-01-19,"Individual income tax: rate; annual rollback of rate to 3.9%; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).","Individual income tax: rate; annual rollback of rate to 3.9%; provide for. Amends sec. 51 of 1967 PA 281 (MCL 206.51).",0,,2023-04-19,"Motion To Discharge Committee Postponed For Day",https://legiscan.com/MI/bill/HB4037/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4037
1669650,2027,HB4038,1,Introduced,2023-01-19,"Education: teachers and administrators; certain requirements concerning eligibility to serve as a substitute teacher; modify. Amends sec. 1233 of 1976 PA 451 (MCL 380.1233).","Education: teachers and administrators; certain requirements concerning eligibility to serve as a substitute teacher; modify. Amends sec. 1233 of 1976 PA 451 (MCL 380.1233).",818,"House Education",2023-01-24,"Bill Electronically Reproduced 01/19/2023",https://legiscan.com/MI/bill/HB4038/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4038
1678020,2027,HB4039,4,Passed,2023-04-26,"Sales tax: exemptions; delivery and installation; exempt from sales tax. Amends secs. 1 & 25 of 1933 PA 167 (MCL 205.51 & 205.75).","Sales tax: exemptions; delivery and installation; exempt from sales tax. Amends secs. 1 & 25 of 1933 PA 167 (MCL 205.51 & 205.75).",0,,2023-04-26,"Assigned Pa 20'23 With Immediate Effect",https://legiscan.com/MI/bill/HB4039/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4039
1678278,2027,HB4040,1,Introduced,2023-01-24,"Use tax: exemptions; delivery and installation; exempt from use tax. Amends secs. 2 & 21 of 1937 PA 94 (MCL 205.92 & 205.111).","Use tax: exemptions; delivery and installation; exempt from use tax. Amends secs. 2 & 21 of 1937 PA 94 (MCL 205.92 & 205.111).",825,"House Tax Policy",2023-01-25,"Bill Electronically Reproduced 01/24/2023",https://legiscan.com/MI/bill/HB4040/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4040
1677890,2027,HB4041,1,Introduced,2023-01-24,"Public employees and officers: state; use of TikTok on state devices; prohibit. Amends sec. 2 of 1973 PA 196 (MCL 15.342).","Public employees and officers: state; use of TikTok on state devices; prohibit. Amends sec. 2 of 1973 PA 196 (MCL 15.342).",895,"House Regulatory Reform",2023-01-25,"Bill Electronically Reproduced 01/24/2023",https://legiscan.com/MI/bill/HB4041/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4041
1677759,2027,HB4042,1,Introduced,2023-01-24,"Appropriations: supplemental; general; provide for. Creates appropriation act.","Appropriations: supplemental; general; provide for. Creates appropriation act.",889,"House Appropriations",2023-01-25,"Bill Electronically Reproduced 01/24/2023",https://legiscan.com/MI/bill/HB4042/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4042
1678151,2027,HB4043,1,Introduced,2023-01-24,"School aid: categoricals; learning loss recovery grant program; create. Creates new act.","School aid: categoricals; learning loss recovery grant program; create. Creates new act.",818,"House Education",2023-01-25,"Bill Electronically Reproduced 01/24/2023",https://legiscan.com/MI/bill/HB4043/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4043
1682944,2027,HB4044,4,Passed,2023-08-22,"Labor: public service employment; provisions related to the collection of union dues by public school personnel and the freezing of wages and benefits for certain public employees during contract negotiations; repeal. Repeals sec. 15b of 1947 PA 336 (MCL 423.215b).","Labor: public service employment; provisions related to the collection of union dues by public school personnel and the freezing of wages and benefits for certain public employees during contract negotiations; repeal. Repeals sec. 15b of 1947 PA 336 (MCL 423.215b).",0,,2023-08-22,"Assigned Pa 113'23",https://legiscan.com/MI/bill/HB4044/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4044
1682472,2027,HB4045,4,Passed,2023-04-26,"Law enforcement: background check; volunteer employee criminal history system; establish. Creates new act.","Law enforcement: background check; volunteer employee criminal history system; establish. Creates new act.",0,,2023-04-26,"Assigned Pa 23'23 With Immediate Effect",https://legiscan.com/MI/bill/HB4045/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4045
1682706,2027,HB4046,1,Introduced,2023-01-26,"Courts: small claims; small claims judgment collection on behalf of an awardee; allow for certain attorneys. Amends sec. 8409 of 1961 PA 236 (MCL 600.8409).","Courts: small claims; small claims judgment collection on behalf of an awardee; allow for certain attorneys. Amends sec. 8409 of 1961 PA 236 (MCL 600.8409).",0,,2023-04-11,"Reported With Recommendation For Referral To Committee On Judiciary",https://legiscan.com/MI/bill/HB4046/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4046
1689184,2027,HB4047,2,Engrossed,2023-04-20,"Holidays: other; ""Blue Star Mothers Day""; designate as February 1. Creates new act.","Holidays: other; ""Blue Star Mothers Day""; designate as February 1. Creates new act.",4863,"Senate Veterans And Emergency Services",2023-04-25,"Referred To Committee On Veterans And Emergency Services",https://legiscan.com/MI/bill/HB4047/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4047
1688718,2027,HB4048,2,Engrossed,2023-11-02,"Gaming: lottery; multistate lottery games; allow winner to remain anonymous. Amends sec. 25 of 1972 PA 239 (MCL 432.25).","Gaming: lottery; multistate lottery games; allow winner to remain anonymous. Amends sec. 25 of 1972 PA 239 (MCL 432.25).",4828,"Senate Regulatory Affairs",2023-11-07,"Referred To Committee On Regulatory Affairs",https://legiscan.com/MI/bill/HB4048/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4048
1688834,2027,HB4049,1,Introduced,2023-01-31,"Marihuana: administration; spouses of applicants for licensure who hold certain positions in certain governmental bodies; prohibit the cannabis regulatory agency from denying an application based on. Amends sec. 7 of 2018 IL 1 (MCL 333.27957).","Marihuana: administration; spouses of applicants for licensure who hold certain positions in certain governmental bodies; prohibit the cannabis regulatory agency from denying an application based on. Amends sec. 7 of 2018 IL 1 (MCL 333.27957).",895,"House Regulatory Reform",2023-02-01,"Bill Electronically Reproduced 01/31/2023",https://legiscan.com/MI/bill/HB4049/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4049
1688949,2027,HB4050,1,Introduced,2023-01-31,"Employment security: funds; amount of money in the unemployment compensation fund; require the unemployment agency to post on its public website. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 10b.","Employment security: funds; amount of money in the unemployment compensation fund; require the unemployment agency to post on its public website. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 10b.",891,"House Labor",2023-02-01,"Bill Electronically Reproduced 01/31/2023",https://legiscan.com/MI/bill/HB4050/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4050
1689066,2027,HB4051,1,Introduced,2023-01-31,"Employment security: administration; prohibition against the recovery of improperly paid benefits; expand to include certain errors made by the unemployment agency during a certain period of time and prohibit certain improperly paid benefits from being charged to certain accounts and funds. Amends sec. 62 of 1936 (Ex Sess) PA 1 (MCL 421.62) & adds sec. 62a.","Employment security: administration; prohibition against the recovery of improperly paid benefits; expand to include certain errors made by the unemployment agency during a certain period of time and prohibit certain improperly paid benefits from being charged to certain accounts and funds. Amends sec. 62 of 1936 (Ex Sess) PA 1 (MCL 421.62) & adds sec. 62a.",891,"House Labor",2023-02-01,"Bill Electronically Reproduced 01/31/2023",https://legiscan.com/MI/bill/HB4051/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4051
1690659,2027,HB4052,1,Introduced,2023-02-01,"Property tax: assessments; transfer of ownership of certain real property to certain individuals; exempt from uncapping of taxable value upon transfer. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).","Property tax: assessments; transfer of ownership of certain real property to certain individuals; exempt from uncapping of taxable value upon transfer. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).",825,"House Tax Policy",2023-02-02,"Bill Electronically Reproduced 02/01/2023",https://legiscan.com/MI/bill/HB4052/2023,https://legislature.mi.gov/Bills/Bill?ObjectName=2023-HB-4052
