bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1143336,1638,HB4011,2,Engrossed,2019-03-19,"Civil rights: other; legislative open records act (LORA); create as part of the freedom of information act. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding pt. 2. TIE BAR WITH: HB 4007'19, HB 4008'19, HB 4014'19, HB 4016'19, HB 4009'19, HB 4012'19, HB 4013'19, HB 4010'19, HB 4015'19","Civil rights: other; legislative open records act (LORA); create as part of the freedom of information act. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding pt. 2. TIE BAR WITH: HB 4007'19, HB 4008'19, HB 4014'19, HB 4016'19, HB 4009'19, HB 4012'19, HB 4013'19, HB 4010'19, HB 4015'19",3416,"Senate Oversight",2019-03-20,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB4011/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4011
1143261,1638,HB4012,2,Engrossed,2019-03-19,"Public employees and officers: state; designation of legislative open records act (LORA) coordinator; provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding secs. 56, 57, 58 & 59. TIE BAR WITH: HB 4011'19","Public employees and officers: state; designation of legislative open records act (LORA) coordinator; provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding secs. 56, 57, 58 & 59. TIE BAR WITH: HB 4011'19",3416,"Senate Oversight",2019-03-20,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB4012/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4012
1143093,1638,HB4013,2,Engrossed,2019-03-19,"Civil rights: other; fee for public record search under legislative open records act (LORA); provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 54. TIE BAR WITH: HB 4011'19","Civil rights: other; fee for public record search under legislative open records act (LORA); provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 54. TIE BAR WITH: HB 4011'19",3416,"Senate Oversight",2019-03-20,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB4013/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4013
1143068,1638,HB4014,2,Engrossed,2019-04-09,"Civil rights: other; access to public record search under legislative open records act (LORA); provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 55. TIE BAR WITH: HB 4011'19","Civil rights: other; access to public record search under legislative open records act (LORA); provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 55. TIE BAR WITH: HB 4011'19",3416,"Senate Oversight",2019-04-10,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB4014/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4014
1143237,1638,HB4015,2,Engrossed,2019-03-19,"Civil rights: other; disclosure of certain legislative open records; provide exemption. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding secs. 59c & 59d. TIE BAR WITH: HB 4011'19","Civil rights: other; disclosure of certain legislative open records; provide exemption. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding secs. 59c & 59d. TIE BAR WITH: HB 4011'19",3416,"Senate Oversight",2019-03-20,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB4015/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4015
1143359,1638,HB4016,2,Engrossed,2019-03-19,"Legislature: legislative agencies; access to public record search under legislative open records act (LORA); provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 55. TIE BAR WITH: HB 4011'19","Legislature: legislative agencies; access to public record search under legislative open records act (LORA); provide for. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 55. TIE BAR WITH: HB 4011'19",3416,"Senate Oversight",2019-03-20,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB4016/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4016
1143385,1638,HB4017,1,Introduced,2019-03-08,"Tobacco: retail sales; sale of electronic cigarette or any oral device that provides vapor nicotine to minors; prohibit. Amends title and secs. 1, 2 & 4 of 1915 PA 31 (MCL 722.641 et seq.).","Tobacco: retail sales; sale of electronic cigarette or any oral device that provides vapor nicotine to minors; prohibit. Amends title and secs. 1, 2 & 4 of 1915 PA 31 (MCL 722.641 et seq.).",895,"House Regulatory Reform",2019-03-08,"Bill Electronically Reproduced 01/09/2019",https://legiscan.com/MI/bill/HB4017/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4017
1143431,1638,HB4018,2,Engrossed,2019-09-03,"Natural resources: fishing; illegal taking of sturgeon; revise penalty for. Amends sec. 48738 of 1994 PA 451 (MCL 324.48738).","Natural resources: fishing; illegal taking of sturgeon; revise penalty for. Amends sec. 48738 of 1994 PA 451 (MCL 324.48738).",3055,"Senate Natural Resources",2019-09-04,"Referred To Committee On Natural Resources",https://legiscan.com/MI/bill/HB4018/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4018
1144863,1638,HB4019,1,Introduced,2019-03-15,"Liquor: licenses; provision that prohibits a licensee from allowing a person less than 18 years of age to sell or serve alcoholic liquor; modify. Amends sec. 707 of 1998 PA 58 (MCL 436.1707).","Liquor: licenses; provision that prohibits a licensee from allowing a person less than 18 years of age to sell or serve alcoholic liquor; modify. Amends sec. 707 of 1998 PA 58 (MCL 436.1707).",895,"House Regulatory Reform",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4019/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4019
1144766,1638,HB4020,2,Engrossed,2020-01-14,"Weapons: other; purchase and possession of stun guns; allow for individuals over age 21. Amends sec. 224a of 1931 PA 328 (MCL 750.224a).","Weapons: other; purchase and possession of stun guns; allow for individuals over age 21. Amends sec. 224a of 1931 PA 328 (MCL 750.224a).",838,"Senate Government Operations",2020-01-15,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB4020/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4020
1144832,1638,HB4021,1,Introduced,2019-03-15,"Weapons: licensing; lifetime concealed pistol license; provide for. Amends secs. 5b, 5c, 5d, 5e & 5l of 1927 PA 372 (MCL 28.425b et seq.) & repeals sec. 5h of 1927 PA 372 (MCL 28.425h).","Weapons: licensing; lifetime concealed pistol license; provide for. Amends secs. 5b, 5c, 5d, 5e & 5l of 1927 PA 372 (MCL 28.425b et seq.) & repeals sec. 5h of 1927 PA 372 (MCL 28.425h).",899,"House Government Operations",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4021/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4021
1145054,1638,HB4022,1,Introduced,2019-03-15,"Weapons: licensing; concealed pistol licensing fee; modify. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b &28.425l).","Weapons: licensing; concealed pistol licensing fee; modify. Amends secs. 5b & 5l of 1927 PA 372 (MCL 28.425b &28.425l).",899,"House Government Operations",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4022/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4022
1144897,1638,HB4023,1,Introduced,2019-03-15,"Health occupations: health professionals; pilot program allowing certain military medical personnel to practice under the supervision of a licensed physician or podiatrist; create. Amends sec. 16215 of 1978 PA 368 (MCL 333.16215) & adds sec. 16215a.","Health occupations: health professionals; pilot program allowing certain military medical personnel to practice under the supervision of a licensed physician or podiatrist; create. Amends sec. 16215 of 1978 PA 368 (MCL 333.16215) & adds sec. 16215a.",4024,"House Ways And Means",2019-11-05,"Referred To Committee On Ways And Means, With Substitute (h-2)",https://legiscan.com/MI/bill/HB4023/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4023
1144802,1638,HB4024,1,Introduced,2019-03-15,"Insurance: no-fault; coverage and benefits; make miscellaneous changes. Amends secs. 3104, 3107, 3109a, 3135 & 3157 of 1956 PA 218 (MCL 500.3104 et seq.) & adds sec. 3180.","Insurance: no-fault; coverage and benefits; make miscellaneous changes. Amends secs. 3104, 3107, 3109a, 3135 & 3157 of 1956 PA 218 (MCL 500.3104 et seq.) & adds sec. 3180.",894,"House Insurance",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4024/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4024
1144993,1638,HB4025,1,Introduced,2019-03-15,"Property tax: tax tribunal; certain tribunal determinations in assessment disputes as to the valuation of property; require. Amends sec. 3 of 1973 PA 186 (MCL 205.703) & adds sec. 38.","Property tax: tax tribunal; certain tribunal determinations in assessment disputes as to the valuation of property; require. Amends sec. 3 of 1973 PA 186 (MCL 205.703) & adds sec. 38.",3897,"House Local Government And Municipal Finance",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4025/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4025
1144960,1638,HB4026,1,Introduced,2019-03-15,"Weapons: concealed; concealed pistol license for individuals to carry concealed pistols in pistol-free zones; require. Amends secs. 5a, 5b, 5c, 5f, 5o, 12, 12a & 15 of 1927 PA 372 (MCL 28.425a et seq.).","Weapons: concealed; concealed pistol license for individuals to carry concealed pistols in pistol-free zones; require. Amends secs. 5a, 5b, 5c, 5f, 5o, 12, 12a & 15 of 1927 PA 372 (MCL 28.425a et seq.).",821,"House Judiciary",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4026/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4026
1144926,1638,HB4027,1,Introduced,2019-03-15,"Criminal procedure: sentencing guidelines; reference in sentencing guidelines; update. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).","Criminal procedure: sentencing guidelines; reference in sentencing guidelines; update. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).",821,"House Judiciary",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4027/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4027
1144646,1638,HB4028,1,Introduced,2019-03-15,"Weapons: concealed; natural resources and environmental protection act; update references. Amends sec. 43510 of 1994 PA 451 (MCL 324.43510).","Weapons: concealed; natural resources and environmental protection act; update references. Amends sec. 43510 of 1994 PA 451 (MCL 324.43510).",821,"House Judiciary",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4028/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4028
1144705,1638,HB4029,1,Introduced,2019-03-15,"Crimes: weapons; prohibition on carrying a concealed pistol; eliminate. Amends secs. 227 & 230 of 1931 PA 328 (MCL 750.227 & 750.230) & repeals sec. 231a of 1931 PA 328 (MCL 750.231a).","Crimes: weapons; prohibition on carrying a concealed pistol; eliminate. Amends secs. 227 & 230 of 1931 PA 328 (MCL 750.227 & 750.230) & repeals sec. 231a of 1931 PA 328 (MCL 750.231a).",821,"House Judiciary",2019-03-15,"Bill Electronically Reproduced 01/10/2019",https://legiscan.com/MI/bill/HB4029/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4029
1144673,1638,HB4030,2,Engrossed,2020-03-05,"Townships: financing; creation of special assessment districts; allow under certain circumstances. Amends sec. 2 of 1972 PA 139 (MCL 247.392).","Townships: financing; creation of special assessment districts; allow under certain circumstances. Amends sec. 2 of 1972 PA 139 (MCL 247.392).",0,,2020-10-07,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB4030/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4030
1145023,1638,HB4031,4,Passed,2019-12-31,"Criminal procedure: probation; supervision fees in the code of criminal procedure; modify. Amends sec. 13, ch. II & secs. 1 & 3c, ch. XI of 1927 PA 175 (MCL 762.13 et seq.). TIE BAR WITH: HB 4032'19","Criminal procedure: probation; supervision fees in the code of criminal procedure; modify. Amends sec. 13, ch. II & secs. 1 & 3c, ch. XI of 1927 PA 175 (MCL 762.13 et seq.). TIE BAR WITH: HB 4032'19",0,,2019-12-31,"Assigned Pa 165'19",https://legiscan.com/MI/bill/HB4031/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4031
1144736,1638,HB4032,4,Passed,2019-12-31,"Criminal procedure: other; supervision fees for probation and parole in code of corrections; modify. Amends secs. 25a, 36a & 85 of 1953 PA 232 (MCL 791.225a et seq.). TIE BAR WITH: HB 4031'19","Criminal procedure: other; supervision fees for probation and parole in code of corrections; modify. Amends secs. 25a, 36a & 85 of 1953 PA 232 (MCL 791.225a et seq.). TIE BAR WITH: HB 4031'19",0,,2019-12-31,"Assigned Pa 164'19",https://legiscan.com/MI/bill/HB4032/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4032
1152844,1638,HB4033,1,Introduced,2019-01-15,"Labor: collective bargaining; requirement for agency fee for nonunion members; allow in bargaining agreements and as condition of employment in public sector. Amends secs. 9, 10 & 15 of 1947 PA 336 (MCL 423.209 et seq.).","Labor: collective bargaining; requirement for agency fee for nonunion members; allow in bargaining agreements and as condition of employment in public sector. Amends secs. 9, 10 & 15 of 1947 PA 336 (MCL 423.209 et seq.).",899,"House Government Operations",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4033/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4033
1152387,1638,HB4034,1,Introduced,2019-01-15,"Labor: collective bargaining; collective bargaining rights; revise to restore former provisions. Amends secs. 1, 2, 8, 14, 17 & 22 of 1939 PA 176 (MCL 423.1 et seq.).","Labor: collective bargaining; collective bargaining rights; revise to restore former provisions. Amends secs. 1, 2, 8, 14, 17 & 22 of 1939 PA 176 (MCL 423.1 et seq.).",899,"House Government Operations",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4034/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4034
1152290,1638,HB4035,2,Engrossed,2020-10-13,"Animals: dogs; local government regulating a dog based on breed or perceived breed; prohibit. Creates new act.","Animals: dogs; local government regulating a dog based on breed or perceived breed; prohibit. Creates new act.",0,,2020-12-02,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB4035/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4035
1152642,1638,HB4036,1,Introduced,2019-01-15,"Legislature: other; program for the management and collection of data related to criminal justice statistics; create. Creates new act.","Legislature: other; program for the management and collection of data related to criminal justice statistics; create. Creates new act.",821,"House Judiciary",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4036/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4036
1152794,1638,HB4037,1,Introduced,2019-01-15,"Vehicles: registration; reimbursement of registration fee for return of plates or tabs before expiration; allow under certain circumstances. Amends sec. 801b of 1949 PA 300 (MCL 257.801b).","Vehicles: registration; reimbursement of registration fee for return of plates or tabs before expiration; allow under certain circumstances. Amends sec. 801b of 1949 PA 300 (MCL 257.801b).",827,"House Transportation",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4037/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4037
1152886,1638,HB4038,1,Introduced,2019-01-15,"Individual income tax: credit; credit for donation of agricultural products to hunger relief charitable organizations; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding secs. 277 & 677.","Individual income tax: credit; credit for donation of agricultural products to hunger relief charitable organizations; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding secs. 277 & 677.",825,"House Tax Policy",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4038/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4038
1152743,1638,HB4039,1,Introduced,2019-01-15,"Tobacco: other; youth tobacco act; prohibit selling, giving, or furnishing tobacco products or tobacco paraphernalia to individuals under 21 and repeal prohibition of the purchase, possession, or use of tobacco products by minors. Amends title & secs. 1, 2a & 4 of 1915 PA 31 (MCL 722.641 et seq.); adds sec. 3a & repeals sec. 2 of 1915 PA 31 (MCL 722.642).","Tobacco: other; youth tobacco act; prohibit selling, giving, or furnishing tobacco products or tobacco paraphernalia to individuals under 21 and repeal prohibition of the purchase, possession, or use of tobacco products by minors. Amends title & secs. 1, 2a & 4 of 1915 PA 31 (MCL 722.641 et seq.); adds sec. 3a & repeals sec. 2 of 1915 PA 31 (MCL 722.642).",4024,"House Ways And Means",2020-09-22,"Referred To Committee On Ways And Means, With Substitute (h-1)",https://legiscan.com/MI/bill/HB4039/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4039
1152237,1638,HB4040,1,Introduced,2019-01-15,"Taxation: tobacco; tobacco products tax act; prohibit tobacco vending machines. Amends title & secs. 2, 3, 6, 6a, 7, 8, 9 & 11 of 1993 PA 327 (MCL 205.422 et seq.).","Taxation: tobacco; tobacco products tax act; prohibit tobacco vending machines. Amends title & secs. 2, 3, 6, 6a, 7, 8, 9 & 11 of 1993 PA 327 (MCL 205.422 et seq.).",895,"House Regulatory Reform",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4040/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4040
1152197,1638,HB4041,1,Introduced,2019-01-15,"Crimes: business crimes; prohibiting certain deliveries and sales of tobacco products and tobacco paraphernalia by mail or vending machines; expand. Amends secs. 42b & 470 of 1931 PA 328 (MCL 750.42b & 750.470).","Crimes: business crimes; prohibiting certain deliveries and sales of tobacco products and tobacco paraphernalia by mail or vending machines; expand. Amends secs. 42b & 470 of 1931 PA 328 (MCL 750.42b & 750.470).",895,"House Regulatory Reform",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4041/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4041
1152863,1638,HB4042,5,Vetoed,2020-12-31,"Health occupations: nurses; nurse licensure compact; enact. Amends secs. 16170a, 16222, 16231, 16238 & 17201 of 1978 PA 368 (MCL 333.16170a et seq.) & adds secs. 16190, 17225 & 17225a.","Health occupations: nurses; nurse licensure compact; enact. Amends secs. 16170a, 16222, 16231, 16238 & 17201 of 1978 PA 368 (MCL 333.16170a et seq.) & adds secs. 16190, 17225 & 17225a.",0,,2020-12-31,"Vetoed By The Governor 12/30/2020",https://legiscan.com/MI/bill/HB4042/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4042
1152486,1638,HB4043,1,Introduced,2019-01-15,"Consumer protection: unfair trade practices; sale of certain prescription discount cards; prohibit. Amends secs. 2 & 3 of 1976 PA 331 (MCL 445.902 & 445.903).","Consumer protection: unfair trade practices; sale of certain prescription discount cards; prohibit. Amends secs. 2 & 3 of 1976 PA 331 (MCL 445.902 & 445.903).",892,"House Health Policy",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4043/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4043
1152585,1638,HB4044,4,Passed,2019-11-20,"Insurance: producers; license eligibility; modify. Amends secs. 1205 & 1239 of 1956 PA 218 (MCL 500.1205 & 500.1239).","Insurance: producers; license eligibility; modify. Amends secs. 1205 & 1239 of 1956 PA 218 (MCL 500.1205 & 500.1239).",0,,2019-11-20,"Assigned Pa 124'19 With Immediate Effect",https://legiscan.com/MI/bill/HB4044/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4044
1152695,1638,HB4045,2,Engrossed,2019-05-14,"Criminal procedure: other; authority of counties to offer reward for information leading to an arrest and conviction; increase maximum reward. Amends sec. 19, ch. XVI of 1927 PA 175 (MCL 776.19).","Criminal procedure: other; authority of counties to offer reward for information leading to an arrest and conviction; increase maximum reward. Amends sec. 19, ch. XVI of 1927 PA 175 (MCL 776.19).",0,,2020-10-06,"Referred To Committee Of The Whole With Substitute (s-1)",https://legiscan.com/MI/bill/HB4045/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4045
1152336,1638,HB4046,1,Introduced,2019-01-15,"Land use: zoning and growth management; vacation rentals and short-term rentals; limit regulation of by local zoning. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 206b.","Land use: zoning and growth management; vacation rentals and short-term rentals; limit regulation of by local zoning. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 206b.",3897,"House Local Government And Municipal Finance",2019-01-15,"Bill Electronically Reproduced 01/15/2019",https://legiscan.com/MI/bill/HB4046/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4046
1154763,1638,HB4047,1,Introduced,2019-01-16,"Property tax: tax tribunal; certain tribunal determinations in assessment disputes as to the valuation of property; modify. Amends 1973 PA 186 (MCL 205.701 - 205.779) by adding sec. 38.","Property tax: tax tribunal; certain tribunal determinations in assessment disputes as to the valuation of property; modify. Amends 1973 PA 186 (MCL 205.701 - 205.779) by adding sec. 38.",3897,"House Local Government And Municipal Finance",2019-01-16,"Bill Electronically Reproduced 01/16/2019",https://legiscan.com/MI/bill/HB4047/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4047
1155327,1638,HB4048,1,Introduced,2019-01-16,"Businesses: nonprofit corporations; merger or conversion into nonprofit corporations; authorize for summer resort and park associations. Amends sec. 123 of 1982 PA 162 (MCL 450.2123).","Businesses: nonprofit corporations; merger or conversion into nonprofit corporations; authorize for summer resort and park associations. Amends sec. 123 of 1982 PA 162 (MCL 450.2123).",3896,"House Commerce And Tourism",2019-05-21,"Re-referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/HB4048/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4048
1154824,1638,HB4049,1,Introduced,2019-01-16,"Businesses: associations; merger or conversion of summer resort and park association into nonprofit corporations; authorize. Amends 1897 PA 230 (MCL 455.1 - 455.24) by adding sec. 19.","Businesses: associations; merger or conversion of summer resort and park association into nonprofit corporations; authorize. Amends 1897 PA 230 (MCL 455.1 - 455.24) by adding sec. 19.",3896,"House Commerce And Tourism",2019-05-21,"Re-referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/HB4049/2019,http://legislature.mi.gov/doc.aspx?2019-HB-4049
