bill_id,date,chamber,sequence,action
1143068,2019-03-14,House,8,"Substitute (h-1) Adopted"
1143068,2019-03-14,House,9,"Placed On Third Reading"
1143068,2019-04-09,House,10,"Read A Third Time"
1143068,2019-04-09,House,11,"Passed; Given Immediate Effect Roll Call # 36 Yeas 109 Nays 0 Excused 0 Not Voting 1"
1143068,2019-04-09,House,12,Transmitted
1143068,2019-04-10,Senate,13,"Referred To Committee On Oversight"
1143093,2019-03-08,House,1,"Introduced By Representative Sue Allor"
1143093,2019-03-08,House,2,"Read A First Time"
1143093,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143093,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143093,2019-03-12,House,5,"Reported With Recommendation With Substitute (h-1)"
1143093,2019-03-12,House,6,"Referred To Second Reading"
1143093,2019-03-14,House,7,"Read A Second Time"
1143093,2019-03-14,House,8,"Substitute (h-1) Adopted"
1143093,2019-03-14,House,9,"Placed On Third Reading"
1143093,2019-03-19,House,10,"Read A Third Time"
1143093,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 28 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143093,2019-03-19,House,12,"Title Amended"
1143093,2019-03-19,House,13,Transmitted
1143093,2019-03-20,Senate,14,"Referred To Committee On Oversight"
1143120,2019-03-08,House,1,"Introduced By Representative Annette Glenn"
1143120,2019-03-08,House,2,"Read A First Time"
1143120,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143120,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143120,2019-03-12,House,5,"Reported With Recommendation With Substitute H-1"
1143120,2019-03-12,House,6,"Referred To Second Reading"
1143120,2019-03-14,House,7,"Read A Second Time"
1143120,2019-03-14,House,8,"Substitute (h-1) Adopted"
1143120,2019-03-14,House,9,"Placed On Third Reading"
1143120,2019-03-19,House,10,"Read A Third Time"
1143120,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 26 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143120,2019-03-19,House,12,"Title Amended"
1143120,2019-03-19,House,13,Transmitted
1143120,2019-03-20,Senate,14,"Referred To Committee On Oversight"
1143141,2019-01-09,House,1,"Introduced By Representative David Lagrand"
1143141,2019-01-09,House,2,"Read A First Time"
1143141,2019-01-09,House,3,"Referred To Committee On Judiciary"
1143141,2019-01-10,House,4,"Bill Electronically Reproduced 01/09/2019"
1143141,2019-02-26,House,5,"Reported With Recommendation With Substitute (h-3)"
1143141,2019-02-26,House,6,"Referred To Second Reading"
1143141,2019-02-27,House,7,"Read A Second Time"
1143141,2019-02-27,House,8,"Substitute (h-3) Adopted And Amended"
1143141,2019-02-27,House,9,"Placed On Third Reading"
1143141,2019-02-28,House,10,"Read A Third Time"
1143141,2019-02-28,House,11,"Passed; Given Immediate Effect Roll Call # 6 Yeas 107 Nays 3 Excused 0"
1143141,2019-02-28,House,12,Transmitted
1143141,2019-03-05,Senate,13,"Referred To Committee On Judiciary And Public Safety"
1143141,2019-04-23,Senate,14,"Reported Favorably With Substitute (s-1)"
1143141,2019-04-23,Senate,15,"Committee Recommended Immediate Effect"
1143141,2019-04-23,Senate,16,"Referred To Committee Of The Whole With Substitute (s-1)"
1143141,2019-04-24,Senate,17,"Reported By Committee Of The Whole Favorably With Substitute (s-1)"
1143141,2019-04-24,Senate,18,"Substitute (s-1) Concurred In"
1143141,2019-04-24,Senate,19,"Placed On Order Of Third Reading With Substitute (s-1)"
1143141,2019-04-25,Senate,20,"Passed; Given Immediate Effect Roll Call # 44 Yeas 37 Nays 1 Excused 0 Not Voting 0"
1143141,2019-04-25,Senate,21,"Title Amended"
1143141,2019-04-25,House,22,"Returned From Senate With Substitute (s-1) With Immediate Effect And Title Amendment"
1143141,2019-04-25,House,23,"Laid Over One Day Under The Rules"
1143141,2019-04-25,House,24,"Rule Suspended"
1143141,2019-04-25,House,25,"Senate Substitute (s-1) Concurred In"
1143141,2019-04-25,House,26,"Roll Call Roll Call # 74 Yeas 107 Nays 3 Excused 0 Not Voting 0"
1143141,2019-04-25,House,27,"Title Amendment Agreed To"
1143141,2019-04-25,House,28,"Bill Ordered Enrolled"
1143141,2019-05-07,House,29,"Presented To The Governor 05/06/2019 11:42 Am"
1143141,2019-05-14,House,30,"Approved By The Governor 05/09/2019 11:57 Am"
1143141,2019-05-14,House,31,"Filed With Secretary Of State 05/09/2019 01:20 Pm"
1143141,2019-05-14,House,32,"Assigned Pa 9'19 With Immediate Effect"
1143168,2019-03-08,House,1,"Introduced By Representative Joseph Bellino"
1143168,2019-03-08,House,2,"Read A First Time"
1143168,2019-03-08,House,3,"Referred To Committee On Tax Policy"
1143168,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143168,2019-02-28,House,5,"Referred To Committee On Ways And Means"
1143188,2019-03-08,House,1,"Introduced By Representative Daire Rendon"
1143188,2019-03-08,House,2,"Read A First Time"
1143188,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143188,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143188,2019-03-14,House,5,"Reported With Recommendation With Substitute (h-3)"
1143188,2019-03-07,House,6,"Referred To Second Reading"
1143188,2019-03-14,House,7,"Read A Second Time"
1143188,2019-03-14,House,8,"Substitute (h-3) Adopted"
1143188,2019-03-14,House,9,"Placed On Third Reading"
1143188,2019-03-19,House,10,"Read A Third Time"
1143188,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 22 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143188,2019-03-19,House,12,Transmitted
1143188,2019-03-20,Senate,13,"Referred To Committee On Oversight"
1143217,2019-03-08,House,1,"Introduced By Representative Sarah Anthony"
1143217,2019-03-08,House,2,"Read A First Time"
1143217,2019-03-08,House,3,"Referred To Committee On Judiciary"
1143217,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143237,2019-03-08,House,1,"Introduced By Representative Graham Filler"
1143237,2019-03-08,House,2,"Read A First Time"
1143237,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143237,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143237,2019-03-12,House,5,"Reported With Recommendation With Substitute (h-3)"
1143237,2019-03-12,House,6,"Referred To Second Reading"
1143237,2019-03-14,House,7,"Read A Second Time"
1143237,2019-03-14,House,8,"Substitute (h-3) Adopted"
1143237,2019-03-14,House,9,"Placed On Third Reading"
1143237,2019-03-19,House,10,"Read A Third Time"
1143237,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 29 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143237,2019-03-19,House,12,"Title Amended"
1143237,2019-03-19,House,13,Transmitted
1143237,2019-03-20,Senate,14,"Referred To Committee On Oversight"
1143261,2019-03-08,House,1,"Introduced By Representative Roger Hauck"
1143261,2019-03-08,House,2,"Read A First Time"
1143261,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143261,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143261,2019-03-12,House,5,"Reported With Recommendation With Substitute (h-1)"
1143261,2019-03-12,House,6,"Referred To Second Reading"
1143261,2019-03-14,House,7,"Read A Second Time"
1143261,2019-03-14,House,8,"Substitute (h-1) Adopted"
1143261,2019-03-14,House,9,"Placed On Third Reading"
1143261,2019-03-19,House,10,"Read A Third Time"
1143261,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 27 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143261,2019-03-19,House,12,"Title Amended"
1143261,2019-03-19,House,13,Transmitted
1143261,2019-03-20,Senate,14,"Referred To Committee On Oversight"
1143289,2019-03-08,House,1,"Introduced By Representative Kara Hope"
1143289,2019-03-08,House,2,"Read A First Time"
1143289,2019-03-08,House,3,"Referred To Committee On Judiciary"
1143289,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143312,2019-03-08,House,1,"Introduced By Representative Graham Filler"
1143312,2019-03-08,House,2,"Read A First Time"
1143312,2019-03-08,House,3,"Referred To Committee On Judiciary"
1143312,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143336,2019-03-08,House,1,"Introduced By Representative Ryan Berman"
1143336,2019-03-08,House,2,"Read A First Time"
1143336,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143336,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143336,2019-03-08,House,5,"Reported With Recommendation With Substitute H-2"
1143336,2019-03-12,House,6,"Referred To Second Reading"
1143336,2019-03-14,House,7,"Read A Second Time"
1143336,2019-03-14,House,8,"Substitute (h-2) Adopted"
1143336,2019-03-14,House,9,"Placed On Third Reading"
1143336,2019-03-19,House,10,"Read A Third Time"
1143336,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 24 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143336,2019-03-19,House,12,Transmitted
1143336,2019-03-20,Senate,13,"Referred To Committee On Oversight"
1143359,2019-03-08,House,1,"Introduced By Representative Darrin Camilleri"
1143359,2019-03-08,House,2,"Read A First Time"
1143359,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143359,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143359,2019-03-12,House,5,"Reported With Recommendation With Substitute (h-1)"
1143359,2019-03-12,House,6,"Referred To Second Reading"
1143359,2019-03-14,House,7,"Read A Second Time"
1143359,2019-03-14,House,8,"Substitute (h-1) Adopted"
1143359,2019-03-14,House,9,"Placed On Third Reading"
1143359,2019-03-19,House,10,"Read A Third Time"
1143359,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 30 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143359,2019-03-19,House,12,Transmitted
1143359,2019-03-20,Senate,13,"Referred To Committee On Oversight"
1143385,2019-03-08,House,1,"Introduced By Representative Sue Allor"
1143385,2019-03-08,House,2,"Read A First Time"
1143385,2019-01-08,House,3,"Referred To Committee On Regulatory Reform"
1143385,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143408,2019-01-09,House,1,"Introduced By Representative Jason Wentworth"
1143408,2019-01-09,House,2,"Read A First Time"
1143408,2019-01-09,House,3,"Referred To Committee On Judiciary"
1143408,2019-01-10,House,4,"Bill Electronically Reproduced 01/09/2019"
1143408,2019-02-26,House,5,"Reported With Recommendation With Substitute H-2"
1143408,2019-02-26,House,6,"Referred To Second Reading"
1143408,2019-02-27,House,7,"Read A Second Time"
1143408,2019-02-27,House,8,"Substitute (h-2) Adopted And Amended"
1143408,2019-02-27,House,9,"Placed On Third Reading"
1143408,2019-02-28,House,10,"Read A Third Time"
1143408,2019-02-28,House,11,"Passed; Given Immediate Effect Roll Call # 5 Yeas 107 Nays 3 Excused 0 Not Voting 0"
1143408,2019-02-28,House,12,"Title Amended"
1143408,2019-02-28,House,13,Transmitted
1143408,2019-03-05,Senate,14,"Referred To Committee On Judiciary And Public Safety"
1143408,2019-04-23,Senate,15,"Reported Favorably With Substitute (s-1)"
1143408,2019-04-23,Senate,16,"Committee Recommended Immediate Effect"
1143408,2019-04-23,Senate,17,"Referred To Committee Of The Whole With Substitute (s-1)"
1143408,2019-04-24,Senate,18,"Reported By Committee Of The Whole Favorably With Substitute (s-1)"
1143408,2019-04-24,Senate,19,"Substitute (s-1) Concurred In"
1143408,2019-04-24,Senate,20,"Placed On Order Of Third Reading With Substitute (s-1)"
1143408,2019-04-25,Senate,21,"Passed; Given Immediate Effect Roll Call # 43 Yeas 37 Nays 1 Excused 0 Not Voting 0"
1143408,2019-04-25,Senate,22,"Title Amended"
1143408,2019-04-25,House,23,"Returned From Senate With Substitute (s-1) With Immediate Effect And Title Amendment"
1143408,2019-04-25,House,24,"Laid Over One Day Under The Rules"
1143408,2019-04-25,House,25,"Rule Suspended"
1143408,2019-04-25,House,26,"Senate Substitute (s-1) Concurred In"
1143408,2019-04-25,House,27,"Roll Call Roll Call # 73 Yeas 107 Nays 3 Excused 0 Not Voting 0"
1143408,2019-04-25,House,28,"Title Amendment Agreed To"
1143408,2019-04-25,House,29,"Bill Ordered Enrolled"
1143408,2019-05-06,House,30,"Presented To The Governor 05/06/2019 11:40 Am"
1143408,2019-05-14,House,31,"Approved By The Governor 05/09/2019 11:55 Am"
1143408,2019-05-14,House,32,"Filed With Secretary Of State 05/09/2019 01:18 Pm"
1143408,2019-05-14,House,33,"Assigned Pa 8'19 With Immediate Effect"
1143431,2019-03-08,House,1,"Introduced By Representative Sue Allor"
1143431,2019-03-08,House,2,"Read A First Time"
1143431,2019-03-08,House,3,"Referred To Committee On Natural Resources And Outdoor Recreation"
1143431,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143431,2019-05-21,House,5,"Reported With Recommendation For Referral To Committee On Judiciary With Substitute H-1"
1143431,2019-06-18,House,6,"Reported With Recommendation With Substitute (h-2)"
1143431,2019-06-18,House,7,"Referred To Second Reading"
1143431,2019-08-29,House,8,"Read A Second Time"
1143431,2019-08-29,House,9,"Substitute (h-2) Adopted"
1143431,2019-08-29,House,10,"Placed On Third Reading"
1143431,2019-09-03,House,11,"Read A Third Time"
1143431,2019-09-03,House,12,"Passed; Given Immediate Effect Roll Call # 181 Yeas 107 Nays 2 Excused 0 Not Voting 1"
1143431,2019-09-03,House,13,Transmitted
1143431,2019-09-04,Senate,14,"Referred To Committee On Natural Resources"
1143447,2019-03-08,House,1,"Introduced By Representative Donna Lasinski"
1143447,2019-03-08,House,2,"Read A First Time"
1143447,2019-03-08,House,3,"Referred To Committee On Government Operations"
1143447,2019-03-08,House,4,"Bill Electronically Reproduced 01/09/2019"
1143447,2019-03-12,House,5,"Reported With Recommendation With Substitute H-1"
1143447,2019-03-12,House,6,"Referred To Second Reading"
1143447,2019-03-14,House,7,"Read A Second Time"
1143447,2019-03-14,House,8,"Substitute (h-1) Adopted"
1143447,2019-03-14,House,9,"Placed On Third Reading"
1143447,2019-03-19,House,10,"Read A Third Time"
1143447,2019-03-19,House,11,"Passed; Given Immediate Effect Roll Call # 25 Yeas 107 Nays 0 Excused 0 Not Voting 3"
1143447,2019-03-19,House,12,"Title Amended"
1143447,2019-03-19,House,13,Transmitted
1143447,2019-03-20,Senate,14,"Referred To Committee On Oversight"
1144646,2019-03-15,House,1,"Introduced By Representative Gregory Markkanen"
1144646,2019-03-15,House,2,"Read A First Time"
1144646,2019-03-15,House,3,"Referred To Committee On Judiciary"
1144646,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144673,2019-03-15,House,1,"Introduced By Representative Sue Allor"
1144673,2019-03-15,House,2,"Read A First Time"
1144673,2019-01-10,House,3,"Referred To Committee On Local Government And Municipal Finance"
1144673,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144673,2020-02-05,House,5,"Referred To Committee On Ways And Means, With Substitute (h-3)"
1144673,2020-02-25,House,6,"Reported With Recommendation With Substitute (h-3)"
1144673,2020-02-25,House,7,"Referred To Second Reading"
1144673,2020-03-03,House,8,"Read A Second Time"
1144673,2020-03-03,House,9,"Substitute (h-3) Adopted"
1144673,2020-03-03,House,10,"Placed On Third Reading"
1144673,2020-03-05,House,11,"Read A Third Time"
1144673,2020-03-05,House,12,"Passed; Given Immediate Effect Roll Call # 142 Yeas 105 Nays 0 Excused 0 Not Voting 4"
1144673,2020-03-05,House,13,Transmitted
1144673,2020-03-10,Senate,14,"Referred To Committee On Local Government"
1144673,2020-10-07,Senate,15,"Reported Favorably Without Amendment"
1144673,2020-10-07,Senate,16,"Committee Recommended Immediate Effect"
1144673,2020-10-07,Senate,17,"Referred To Committee Of The Whole"
1144705,2019-03-15,House,1,"Introduced By Representative Steven Johnson"
1144705,2019-03-15,House,2,"Read A First Time"
1144705,2019-03-15,House,3,"Referred To Committee On Judiciary"
1144705,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144736,2019-03-15,House,1,"Introduced By Representative Tommy Brann"
1144736,2019-03-15,House,2,"Read A First Time"
1144736,2019-03-15,House,3,"Referred To Committee On Judiciary"
1144736,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144736,2019-04-23,House,5,"Reported With Recommendation With Substitute (h-2)"
1144736,2019-04-23,House,6,"Referred To Second Reading"
1144736,2019-04-30,House,7,"Read A Second Time"
1144736,2019-04-30,House,8,"Substitute (h-2) Adopted"
1144736,2019-04-30,House,9,"Placed On Third Reading"
1144736,2019-05-02,House,10,"Read A Third Time"
1144736,2019-05-02,House,11,"Passed; Given Immediate Effect Roll Call # 79 Yeas 109 Nays 0 Excused 0 Not Voting 1"
1144736,2019-05-02,House,12,Transmitted
1144736,2019-05-07,Senate,13,"Referred To Committee On Judiciary And Public Safety"
1144736,2019-11-12,Senate,14,"Reported Favorably Without Amendment"
1144736,2019-11-12,Senate,15,"Referred To Committee Of The Whole"
1144736,2019-12-10,Senate,16,"Reported By Committee Of The Whole Favorably Without Amendment(s)"
1144736,2019-12-10,Senate,17,"Placed On Order Of Third Reading"
1144736,2019-12-11,Senate,18,"Passed Roll Call # 365 Yeas 38 Nays 0 Excused 0 Not Voting 0"
1144736,2019-12-11,Senate,19,"Inserted Full Title"
1144736,2019-12-11,House,20,"Returned From Senate Without Amendment With Full Title"
1144736,2019-12-19,House,21,"Full Title Agreed To"
1144736,2019-12-19,House,22,"Bill Ordered Enrolled"
1144736,2019-12-19,House,23,"Presented To The Governor 12/13/2019 03:27 Pm"
1144736,2019-12-31,House,24,"Approved By The Governor 12/20/2019 12:22 Pm"
1144736,2019-12-31,House,25,"Filed With Secretary Of State 12/20/2019 12:56 Pm"
1144736,2019-12-31,House,26,"Assigned Pa 164'19"
1144766,2019-03-15,House,1,"Introduced By Representative Michele Hoitenga"
1144766,2019-03-15,House,2,"Read A First Time"
1144766,2019-03-15,House,3,"Referred To Committee On Judiciary"
1144766,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144766,2019-12-10,House,5,"Reported With Recommendation With Substitute (h-1)"
1144766,2019-12-10,House,6,"Referred To Second Reading"
1144766,2020-01-08,House,7,"Read A Second Time"
1144766,2020-01-08,House,8,"Substitute (h-1) Adopted"
1144766,2020-01-08,House,9,"Placed On Third Reading"
1144766,2020-01-14,House,10,"Read A Third Time"
1144766,2020-01-14,House,11,"Passed; Given Immediate Effect Roll Call # 13 Yeas 84 Nays 24 Excused 0 Not Voting 1"
1144766,2020-01-14,House,12,Transmitted
1144766,2020-01-15,Senate,13,"Referred To Committee On Government Operations"
1144802,2019-03-15,House,1,"Introduced By Representative Beau Lafave"
1144802,2019-03-15,House,2,"Read A First Time"
1144802,2019-03-15,House,3,"Referred To Committee On Insurance"
1144802,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144832,2019-03-15,House,1,"Introduced By Representative Michele Hoitenga"
1144832,2019-03-15,House,2,"Read A First Time"
1144832,2019-03-15,House,3,"Referred To Committee On Government Operations"
1144832,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144863,2019-03-15,House,1,"Introduced By Representative Michele Hoitenga"
1144863,2019-03-15,House,2,"Read A First Time"
1144863,2019-01-10,House,3,"Referred To Committee On Regulatory Reform"
1144863,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144897,2019-03-15,House,1,"Introduced By Representative Diana Farrington"
1144897,2019-03-15,House,2,"Read A First Time"
1144897,2019-03-15,House,3,"Referred To Committee On Military, Veterans And Homeland Security"
1144897,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144897,2019-11-05,House,5,"Referred To Committee On Ways And Means, With Substitute (h-2)"
1144926,2019-03-15,House,1,"Introduced By Representative Pamela Hornberger"
1144926,2019-03-15,House,2,"Read A First Time"
1144926,2019-03-15,House,3,"Referred To Committee On Judiciary"
1144926,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144960,2019-03-15,House,1,"Introduced By Representative Beau Lafave"
1144960,2019-03-15,House,2,"Read A First Time"
1144960,2019-03-15,House,3,"Referred To Committee On Judiciary"
1144960,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1144993,2019-03-15,House,1,"Introduced By Representative Beau Lafave"
1144993,2019-03-15,House,2,"Read A First Time"
1144993,2019-03-15,House,3,"Referred To Committee On Local Government And Municipal Finance"
1144993,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1145023,2019-03-15,House,1,"Introduced By Representative Tommy Brann"
1145023,2019-03-15,House,2,"Read A First Time"
1145023,2019-03-15,House,3,"Referred To Committee On Judiciary"
1145023,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1145023,2019-04-23,House,5,"Reported With Recommendation With Substitute (h-2)"
1145023,2019-04-23,House,6,"Referred To Second Reading"
1145023,2019-04-30,House,7,"Read A Second Time"
1145023,2019-04-30,House,8,"Substitute (h-2) Adopted"
1145023,2019-04-30,House,9,"Placed On Third Reading"
1145023,2019-05-02,House,10,"Read A Third Time"
1145023,2019-05-02,House,11,"Passed; Given Immediate Effect Roll Call # 78 Yeas 109 Nays 0 Excused 0 Not Voting 1"
1145023,2019-05-02,House,12,Transmitted
1145023,2019-05-07,Senate,13,"Referred To Committee On Judiciary And Public Safety"
1145023,2019-11-12,Senate,14,"Reported Favorably Without Amendment"
1145023,2019-11-12,Senate,15,"Referred To Committee Of The Whole"
1145023,2019-12-10,Senate,16,"Reported By Committee Of The Whole Favorably Without Amendment(s)"
1145023,2019-12-10,Senate,17,"Placed On Order Of Third Reading"
1145023,2019-12-11,Senate,18,"Passed Roll Call # 364 Yeas 38 Nays 0 Excused 0 Not Voting 0"
1145023,2019-12-11,Senate,19,"Inserted Full Title"
1145023,2019-12-11,House,20,"Returned From Senate Without Amendment With Full Title"
1145023,2019-12-11,House,21,"Full Title Agreed To"
1145023,2019-12-11,House,22,"Bill Ordered Enrolled"
1145023,2019-12-19,House,23,"Presented To The Governor 12/13/2019 03:29 Pm"
1145023,2019-12-31,House,24,"Approved By The Governor 12/20/2019 12:20 Pm"
1145023,2019-12-31,House,25,"Filed With Secretary Of State 12/20/2019 12:58 Pm"
1145023,2019-12-31,House,26,"Assigned Pa 165'19"
1145054,2019-03-15,House,1,"Introduced By Representative Michele Hoitenga"
1145054,2019-03-15,House,2,"Read A First Time"
1145054,2019-03-15,House,3,"Referred To Committee On Government Operations"
1145054,2019-03-15,House,4,"Bill Electronically Reproduced 01/10/2019"
1151515,2019-01-15,Senate,1,"Introduced By Senator Winnie Brinks"
1151515,2019-01-15,Senate,2,"Referred To Committee On Environmental Quality"
1151532,2019-01-15,Senate,1,"Introduced By Senator Jim Ananich"
1151532,2019-01-15,Senate,2,"Referred To Committee On Finance"
1151552,2019-01-15,Senate,1,"Introduced By Senator Jim Ananich"
1151552,2019-01-15,Senate,2,"Referred To Committee On Finance"
1151577,2019-01-15,House,1,"Introduced By Representative Kyra Harris Bolden"
1151577,2019-01-15,House,2,"Substitute (h-1) Adopted"
1151577,2019-01-15,House,3,Adopted
1151598,2019-01-15,Senate,1,"Introduced By Senator Peter Lucido"
1151598,2019-01-15,Senate,2,"Referred To Committee On Judiciary And Public Safety"
1151598,2019-02-14,Senate,3,"Reported Favorably With Substitute (s-1)"
1151598,2019-02-14,Senate,4,"Committee Recommended Immediate Effect"
1151598,2019-02-14,Senate,5,"Referred To Committee Of The Whole With Substitute (s-1)"
1151598,2019-02-27,Senate,6,"Reported By Committee Of The Whole Favorably With Substitute (s-1)"
1151598,2019-02-27,Senate,7,"Substitute (s-1) Concurred In"
1151598,2019-02-27,Senate,8,"Placed On Order Of Third Reading With Substitute (s-1)"
1151598,2019-02-28,Senate,9,"Passed Roll Call # 11 Yeas 38 Nays 0 Excused 0 Not Voting 0"
1151598,2019-03-06,House,10,"Received On 03/06/2019"
1151598,2019-02-28,House,11,"Read A First Time"
1151598,2019-02-28,House,12,"Referred To Committee On Judiciary"
