bill_id,date,chamber,sequence,action
681518,2015-01-15,House,2,"Read A First Time"
681518,2015-01-15,House,3,"Referred To Committee On Appropriations"
681518,2015-01-20,House,4,"Printed Joint Resolution Filed 01/16/2015"
681545,2015-01-15,House,1,"Introduced By Representative George Darany"
681545,2015-01-15,House,2,"Read A First Time"
681545,2015-01-15,House,3,"Referred To Committee On Elections"
681545,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681569,2015-01-15,House,1,"Introduced By Representative Tim Kelly"
681569,2015-01-15,House,2,"Read A First Time"
681569,2015-01-15,House,3,"Referred To Committee On Tax Policy"
681569,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681594,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
681594,2015-01-15,House,2,"Read A First Time"
681594,2015-01-15,House,3,"Referred To Committee On Tax Policy"
681594,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681619,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
681619,2015-01-15,House,2,"Read A First Time"
681619,2015-01-15,House,3,"Referred To Committee On Families, Children, And Seniors"
681619,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681643,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
681643,2015-01-15,House,2,"Read A First Time"
681643,2015-01-15,House,3,"Referred To Committee On Commerce And Trade"
681643,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681671,2015-01-15,House,1,"Introduced By Representative Kurt Heise"
681671,2015-01-15,House,2,"Read A First Time"
681671,2015-01-15,House,3,"Referred To Committee On Criminal Justice"
681671,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681695,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
681695,2015-01-15,House,2,"Read A First Time"
681695,2015-01-15,House,3,"Referred To Committee On Families, Children, And Seniors"
681695,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681723,2015-01-15,House,1,"Introduced By Representative Amanda Price"
681723,2015-01-15,House,2,"Read A First Time"
681723,2015-01-15,House,3,"Referred To Committee On Commerce And Trade"
681723,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681723,2016-12-31,House,5,"Assigned Pa 433'16"
681723,2016-12-31,House,6,"Reported With Recommendation Without Amendment"
681747,2015-01-15,House,1,"Introduced By Representative Kurt Heise"
681747,2015-01-15,House,2,"Read A First Time"
681747,2015-01-15,House,3,"Referred To Committee On Regulatory Reform"
681747,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681771,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
681771,2015-01-15,House,2,"Read A First Time"
681771,2015-01-15,House,3,"Referred To Committee On Families, Children, And Seniors"
681771,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681771,2015-10-14,House,5,"Reported With Recommendation With Substitute  H-2"
681771,2015-10-14,House,6,"Referred To Second Reading"
681771,2015-10-22,House,7,"Read A Second Time"
681771,2015-10-22,House,8,"Substitute  H-2 Adopted"
681771,2015-10-22,House,9,"Placed On Third Reading"
681771,2015-10-28,House,10,"Read A Third Time"
681771,2015-10-28,House,11,"Passed; Given Immediate Effect Roll Call # 392 Yeas 105 Nays 0"
681771,2015-10-28,House,12,Transmitted
681771,2015-10-29,Senate,13,"Referred To Committee On Families, Seniors And Human Services"
681771,2016-05-24,Senate,14,"Reported Favorably Without Amendment"
681771,2016-05-24,Senate,15,"Committee Recommended Immediate Effect"
681771,2016-05-24,Senate,16,"Referred To Committee Of The Whole"
681771,2016-09-07,Senate,17,"Reported By Committee Of The Whole Favorably Without Amendment(s)"
681771,2016-09-07,Senate,18,"Placed On Order Of Third Reading"
681771,2016-09-08,Senate,19,"Passed; Given Immediate Effect Roll Call # 502 Yeas 37 Nays 0 Excused 0 Not Voting 0"
681771,2016-09-08,House,20,"Returned From Senate Without Amendment With Immediate Effect"
681771,2016-09-08,House,21,"Bill Ordered Enrolled"
681771,2016-09-22,House,22,"Presented To The Governor 9/21/2016 @ 3:24 Pm"
681771,2016-10-19,House,23,"Approved By The Governor 9/27/2016 @ 10:30 Am"
681771,2016-10-19,House,24,"Filed With Secretary Of State 9/27/2016 @ 1:54 Pm"
681771,2016-10-19,House,25,"Assigned Pa 285'16 With Immediate Effect"
681795,2015-01-15,House,1,"Introduced By Representative Tom Barrett"
681795,2015-01-15,House,2,"Read A First Time"
681795,2015-01-15,House,3,"Referred To Committee On Tax Policy"
681795,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681825,2015-01-15,House,1,"Introduced By Representative George Darany"
681825,2015-01-15,House,2,"Read A First Time"
681825,2015-01-15,House,3,"Referred To Committee On Elections"
681825,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681850,2015-01-15,House,1,"Introduced By Representative Kurt Heise"
681850,2015-01-15,House,2,"Read A First Time"
681850,2015-01-15,House,3,"Referred To Committee On Criminal Justice"
681850,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681850,2015-02-18,House,5,"Reported With Recommendation With Substitute  H-1"
681850,2015-02-18,House,6,"Referred To Second Reading"
681874,2015-01-15,House,1,"Introduced By Representative Bradford Jacobsen"
681874,2015-01-15,House,2,"Read A First Time"
681874,2015-01-15,House,3,"Referred To Committee On Commerce And Trade"
681874,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681899,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
681899,2015-01-15,House,2,"Read A First Time"
681899,2015-01-15,House,3,"Referred To Committee On Transportation And Infrastructure"
681899,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681926,2015-01-15,House,1,"Introduced By Representative Jeff Farrington"
681926,2015-01-15,House,2,"Read A First Time"
681926,2015-01-15,House,3,"Referred To Committee On Elections"
681926,2015-01-20,House,4,"Printed Joint Resolution Filed 01/16/2015"
681950,2015-01-15,House,1,"Introduced By Representative Phil Phelps"
681950,2015-01-15,House,2,"Read A First Time"
681950,2015-01-15,House,3,"Referred To Committee On Tax Policy"
681950,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
681978,2015-01-15,House,1,"Introduced By Representative Kurt Heise"
681978,2015-01-15,House,2,"Read A First Time"
681978,2015-01-15,House,3,"Referred To Committee On Families, Children, And Seniors"
681978,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682002,2015-01-15,House,1,"Introduced By Representative Aric Nesbitt"
682002,2015-01-15,House,2,"Read A First Time"
682002,2015-01-15,House,3,"Referred To Committee On Commerce And Trade"
682002,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682027,2015-01-15,House,1,"Introduced By Representative Jeff Farrington"
682027,2015-01-15,House,2,"Read A First Time"
682027,2015-01-15,House,3,"Referred To Committee On Agriculture"
682027,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682027,2015-03-18,House,5,"Reported With Recommendation With Substitute  H-1"
682027,2015-03-18,House,6,"Referred To Second Reading"
682027,2015-03-25,House,7,"Read A Second Time"
682027,2015-03-25,House,8,"Substitute  H-1 Adopted"
682027,2015-03-25,House,9,"Placed On Third Reading"
682027,2015-03-26,House,10,"Read A Third Time"
682027,2015-03-26,House,11,"Passed; Given Immediate Effect Roll Call # 51 Yeas 106 Nays 4"
682027,2015-03-26,House,12,Transmitted
682027,2015-04-14,Senate,13,"Referred To Committee On Agriculture"
682027,2015-05-12,Senate,14,"Reported Favorably Without Amendment"
682027,2015-05-12,Senate,15,"Committee Recommended Immediate Effect"
682027,2015-05-12,Senate,16,"Referred To Committee Of The Whole"
682027,2015-05-14,Senate,17,"Reported By Committee Of The Whole Favorably Without Amendment(s)"
682027,2015-05-14,Senate,18,"Placed On Order Of Third Reading"
682027,2015-05-19,Senate,19,"Passed; Given Immediate Effect Roll Call # 194 Yeas 35 Nays 1 Excused 2 Not Voting 0"
682027,2015-05-19,Senate,20,"Inserted Full Title"
682027,2015-05-19,House,21,"Returned From Senate Without Amendment With Immediate Effect And Full Title"
682027,2015-05-19,House,22,"Full Title Agreed To"
682027,2015-05-19,House,23,"Bill Ordered Enrolled"
682027,2015-05-21,House,24,"Presented To The Governor 5/21/2015 @ 1:12 Pm"
682027,2015-06-04,House,25,"Approved By The Governor 6/3/2015 @ 3:37 Pm"
682027,2015-06-04,House,26,"Filed With Secretary Of State 6/3/2015 @ 4:38 Pm"
682027,2015-06-04,House,27,"Assigned Pa 41'15 With Immediate Effect"
682052,2015-01-15,House,1,"Introduced By Representative Tim Kelly"
682052,2015-01-15,House,2,"Read A First Time"
682052,2015-01-15,House,3,"Referred To Committee On Agriculture"
682052,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682075,2015-01-15,House,1,"Introduced By Representative Tim Kelly"
682075,2015-01-15,House,2,"Read A First Time"
682075,2015-01-15,House,3,"Referred To Committee On Education"
682075,2015-01-20,House,4,"Printed Joint Resolution Filed 01/16/2015"
682075,2016-04-28,House,5,"Reported With Recommendation Without Amendment"
682075,2016-04-28,House,6,"Referred To Second Reading"
682102,2015-01-15,House,1,"Introduced By Representative Jeff Irwin"
682102,2015-01-15,House,2,"Read A First Time"
682102,2015-01-15,House,3,"Referred To Committee On Tax Policy"
682102,2015-01-20,House,4,"Printed Joint Resolution Filed 01/16/2015"
682129,2015-01-15,House,1,"Introduced By Representative Robert Kosowski"
682129,2015-01-15,House,2,"Read A First Time"
682129,2015-01-15,House,3,"Referred To Committee On Transportation And Infrastructure"
682129,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682153,2015-01-15,House,1,"Introduced By Representative Kurt Heise"
682153,2015-01-15,House,2,"Read A First Time"
682153,2015-01-15,House,3,"Referred To Committee On Criminal Justice"
682153,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682177,2015-01-15,House,1,"Introduced By Representative Tim Kelly"
682177,2015-01-15,House,2,"Read A First Time"
682177,2015-01-15,House,3,"Referred To Committee On Criminal Justice"
682177,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682177,2015-03-17,House,5,"Reported With Recommendation Without Amendment"
682177,2015-03-17,House,6,"Referred To Second Reading"
682177,2015-03-24,House,7,"Read A Second Time"
682177,2015-03-24,House,8,"Placed On Third Reading"
682177,2015-03-25,House,9,"Read A Third Time"
682177,2015-03-25,House,10,Amended
682177,2015-03-25,House,11,"Passed; Given Immediate Effect Roll Call # 45 Yeas 70 Nays 40"
682177,2015-03-25,House,12,Transmitted
682177,2015-03-26,Senate,13,"Referred To Committee On Government Operations"
682177,2015-04-14,Senate,14,"Reassigned To Committee On Commerce"
682202,2015-01-15,House,1,"Introduced By Representative Tim Kelly"
682202,2015-01-15,House,2,"Read A First Time"
682202,2015-01-15,House,3,"Referred To Committee On Education"
682202,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682227,2015-01-15,House,1,"Introduced By Representative Jeff Farrington"
682227,2015-01-15,House,2,"Read A First Time"
682227,2015-01-15,House,3,"Referred To Committee On Tax Policy"
682227,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
682227,2015-02-11,House,5,"Reported With Recommendation Without Amendment"
682227,2015-02-11,House,6,"Referred To Second Reading"
682251,2015-01-15,House,1,"Introduced By Representative Tim Kelly"
682251,2015-01-15,House,2,"Read A First Time"
682251,2015-01-15,House,3,"Referred To Committee On Tax Policy"
682251,2015-01-20,House,4,"Printed Bill Filed 01/16/2015"
685256,2015-01-20,Senate,1,"Introduced By Senator Rick Jones"
685256,2015-01-20,Senate,2,"Referred To Committee On Local Government"
685270,2015-01-20,Senate,1,"Introduced By Senator Tonya Schuitmaker"
685270,2015-01-20,Senate,2,"Referred To Committee On Elections And Government Reform"
685270,2015-04-21,Senate,3,"Reported Favorably With Substitute  S-1"
685270,2015-04-21,Senate,4,"Committee Recommended Immediate Effect"
685270,2015-04-21,Senate,5,"Referred To Committee Of The Whole With Substitute S-1"
685282,2015-01-20,Senate,1,"Introduced By Senator Arlan Meekhof"
685282,2015-01-20,Senate,2,"Rules Suspended"
685282,2015-01-20,Senate,3,Adopted
685282,2015-01-20,Senate,4,"Entire Membership Of The Senate And Lieutenant Governor Named Co-sponsors"
685294,2015-01-20,Senate,1,"Introduced By Senator Rick Jones"
685294,2015-01-20,Senate,2,"Referred To Committee On Judiciary"
685294,2015-01-21,Senate,3,"Reported Favorably With Substitute  S-1"
685294,2015-01-21,Senate,4,"Committee Recommended Immediate Effect"
685294,2015-01-21,Senate,5,"Referred To Committee Of The Whole With Substitute S-1"
685294,2015-01-29,Senate,6,"Reported By Committee Of The Whole Favorably With Substitute S-1"
685294,2015-01-29,Senate,7,"Substitute  S-1 Concurred In"
685294,2015-01-29,Senate,8,"Placed On Order Of Third Reading With Substitute S-1"
685294,2015-02-03,Senate,9,"Passed Roll Call # 7 Yeas 37 Nays 0 Excused 1 Not Voting 0"
685294,2015-02-03,House,10,"Received On 02/03/2015"
685294,2015-02-03,House,11,"Read A First Time"
685294,2015-02-03,House,12,"Referred To Committee On Judiciary"
685294,2015-03-10,House,13,"Reported With Recommendation With Substitute  H-1"
685294,2015-03-10,House,14,"Referred To Second Reading"
685294,2015-04-15,House,15,"Read A Second Time"
685294,2015-04-15,House,16,"Substitute  H-1 Adopted"
685294,2015-04-15,House,17,"Placed On Third Reading"
685294,2015-04-16,House,18,"Read A Third Time"
685294,2015-04-16,House,19,"Passed; Given Immediate Effect Roll Call # 62 Yeas 82 Nays 28"
685294,2015-04-16,House,20,"Inserted Full Title"
685294,2015-04-16,House,21,"Returned To Senate"
685294,2015-04-21,Senate,22,"Laid Over One Day Under The Rules"
685294,2015-04-23,Senate,23,"House Substitute H-1 Concurred In"
685294,2015-04-23,Senate,24," Roll Call # 108 Yeas 37 Nays 0 Excused 1 Not Voting 0"
685294,2015-04-23,Senate,25,"Given Immediate Effect"
685294,2015-04-23,Senate,26,"Full Title Agreed To"
685294,2015-04-23,Senate,27,"Ordered Enrolled"
685294,2015-04-28,Senate,28,"Presented To Governor 4/27/2015 @ 2:27 Pm"
685294,2015-05-07,Senate,29,"Approved By Governor 5/5/2015 @ 12:36 Pm"
685294,2015-05-07,Senate,30,"Filed With Secretary Of State 5/5/2015 @ 4:08 Pm"
685294,2015-05-07,Senate,31,"Assigned Pa 0020'15 With Immediate Effect"
685310,2015-01-20,Senate,1,"Introduced By Senator Joe Hune"
685310,2015-01-20,Senate,2,"Referred To Committee On Finance"
685310,2015-03-26,Senate,3,"Reported Favorably With Substitute  S-2"
685310,2015-03-26,Senate,4,"Committee Recommended Immediate Effect"
685310,2015-03-26,Senate,5,"Referred To Committee Of The Whole With Substitute S-2"
685322,2015-01-20,Senate,1,"Introduced By Senator David Knezek"
685322,2015-01-20,Senate,2,"Referred To Committee On Finance"
685337,2015-01-20,Senate,1,"Introduced By Senator David Hildenbrand"
685337,2015-01-20,Senate,2,"Referred To Committee On Appropriations"
685352,2015-01-20,Senate,1,"Introduced By Senator Mike Nofs"
685352,2015-01-20,Senate,2,"Referred To Committee On Local Government"
685352,2015-02-11,Senate,3,"Reported Favorably Without Amendment"
685352,2015-02-11,Senate,4,"Committee Recommended Immediate Effect"
685352,2015-02-11,Senate,5,"Referred To Committee Of The Whole"
685352,2015-02-18,Senate,6,"Reported By Committee Of The Whole Favorably With Substitute S-1"
685352,2015-02-18,Senate,7,"Substitute  S-1 Concurred In"
685352,2015-02-18,Senate,8,"Placed On Order Of Third Reading With Substitute S-1"
685352,2015-02-19,Senate,9,"Passed Roll Call # 18 Yeas 38 Nays 0 Excused 0 Not Voting 0"
685352,2015-02-19,House,10,"Received On 02/19/2015"
685352,2015-02-19,House,11,"Read A First Time"
685352,2015-02-19,House,12,"Referred To Committee On Appropriations"
685352,2015-03-18,House,13,"Reported With Recommendation Without Amendment"
685352,2015-03-18,House,14,"Referred To Second Reading"
685352,2015-03-25,House,15,"Read A Second Time"
685352,2015-03-25,House,16,"Placed On Third Reading"
685352,2015-03-26,House,17,"Read A Third Time"
685352,2015-03-26,House,18,"Passed; Given Immediate Effect Roll Call # 49 Yeas 109 Nays 1"
685352,2015-03-26,House,19,"Inserted Full Title"
685352,2015-03-26,House,20,"Returned To Senate"
685352,2015-04-14,Senate,21,"Given Immediate Effect"
685352,2015-04-14,Senate,22,"Full Title Agreed To"
685352,2015-04-14,Senate,23,"Ordered Enrolled"
685352,2015-04-23,Senate,24,"Presented To Governor 4/22/2015 @ 12:14 Pm"
685352,2015-04-30,Senate,25,"Approved By Governor 4/29/2015 @ 11:58 Am"
685352,2015-04-30,Senate,26,"Filed With Secretary Of State 4/29/2015 @ 2:40 Pm"
685352,2015-04-30,Senate,27,"Assigned Pa 0019'15 With Immediate Effect"
685367,2015-01-20,Senate,1,"Introduced By Senator Phillip Pavlov"
685367,2015-01-20,Senate,2,"Referred To Committee On Judiciary"
685367,2016-05-05,Senate,3,"Reported Favorably With Substitute  S-1"
685367,2016-05-05,Senate,4,"Committee Recommended Immediate Effect"
685367,2016-05-05,Senate,5,"Referred To Committee Of The Whole With Substitute S-1"
685380,2015-01-20,Senate,1,"Introduced By Senator Peter Macgregor"
685380,2015-01-20,Senate,2,"Referred To Committee On Michigan Competitiveness"
685380,2015-05-14,Senate,3,"Reported Favorably With Substitute  S-1"
685380,2015-05-14,Senate,4,"Committee Recommended Immediate Effect"
685380,2015-05-14,Senate,5,"Referred To Committee Of The Whole With Substitute S-1"
685380,2015-05-14,Senate,6,"Reported By Committee Of The Whole Favorably With Substitute S-1"
685380,2015-05-14,Senate,7,"Substitute  S-1 Concurred In"
685380,2015-05-14,Senate,8,"Placed On Order Of Third Reading With Substitute S-1"
685380,2015-05-14,Senate,9,"Rules Suspended"
685380,2015-05-14,Senate,10,"Placed On Immediate Passage"
685380,2015-05-14,Senate,11,"Passed Roll Call # 171 Yeas 22 Nays 15 Excused 1 Not Voting 0"
685380,2015-05-14,House,12,"Received On 05/14/2015"
685380,2015-05-14,House,13,"Read A First Time"
685380,2015-05-14,House,14,"Referred To Committee On Commerce And Trade"
685396,2015-01-20,Senate,1,"Introduced By Senator Mike Nofs"
685396,2015-01-20,Senate,2,"Referred To Committee On Local Government"
685396,2015-02-11,Senate,3,"Reported Favorably Without Amendment"
685396,2015-02-11,Senate,4,"Committee Recommended Immediate Effect"
685396,2015-02-11,Senate,5,"Referred To Committee Of The Whole"
685396,2015-02-18,Senate,6,"Reported By Committee Of The Whole Favorably Without Amendment(s)"
685396,2015-02-18,Senate,7,"Placed On Order Of Third Reading"
685396,2015-02-19,Senate,8,"Passed Roll Call # 17 Yeas 38 Nays 0 Excused 0 Not Voting 0"
685396,2015-02-19,House,9,"Received On 02/19/2015"
685396,2015-02-19,House,10,"Read A First Time"
685396,2015-02-19,House,11,"Referred To Committee On Appropriations"
685396,2015-03-18,House,12,"Reported With Recommendation Without Amendment"
685396,2015-03-18,House,13,"Referred To Second Reading"
685396,2015-03-25,House,14,"Read A Second Time"
685396,2015-03-25,House,15,"Placed On Third Reading"
685396,2015-03-26,House,16,"Read A Third Time"
685396,2015-03-26,House,17,"Passed; Given Immediate Effect Roll Call # 48 Yeas 108 Nays 2"
685396,2015-03-26,House,18,"Inserted Full Title"
685396,2015-03-26,House,19,"Returned To Senate"
685396,2015-04-14,Senate,20,"Given Immediate Effect"
685396,2015-04-14,Senate,21,"Full Title Agreed To"
685396,2015-04-14,Senate,22,"Ordered Enrolled"
685396,2015-04-23,Senate,23,"Presented To Governor 4/22/2015 @ 12:12 Pm"
685396,2015-04-30,Senate,24,"Approved By Governor 4/29/2015 @ 11:56 Am"
685396,2015-04-30,Senate,25,"Filed With Secretary Of State 4/29/2015 @ 2:38 Pm"
685396,2015-04-30,Senate,26,"Assigned Pa 0018'15 With Immediate Effect"
685409,2015-01-20,Senate,1,"Introduced By Senator Thomas Casperson"
685409,2015-01-20,Senate,2,"Referred To Committee On Outdoor Recreation And Tourism"
685409,2016-03-03,Senate,3,"Reported Favorably With Recommendation For Referral To Committee On Natural Resources"
685409,2016-03-03,Senate,4,"Referred To Committee On Natural Resources"
685427,2015-01-20,Senate,1,"Introduced By Senator Phillip Pavlov"
685427,2015-01-20,Senate,2,"Referred To Committee On Natural Resources"
685438,2015-01-20,Senate,1,"Introduced By Senator Marty Knollenberg"
685438,2015-01-20,Senate,2,"Referred To Committee On Elections And Government Reform"
685438,2015-11-10,Senate,3,"Reported Favorably Without Amendment"
685438,2015-11-10,Senate,4,"Committee Recommended Immediate Effect"
685438,2015-11-10,Senate,5,"Referred To Committee Of The Whole"
685438,2015-11-10,Senate,6,"Reported By Committee Of The Whole Favorably With Amendment(s)"
685438,2015-11-10,Senate,7,"Amendment(s) Concurred In"
685438,2015-11-10,Senate,8,"Placed On Order Of Third Reading With Amendment(s)"
685438,2015-11-10,Senate,9,"Rules Suspended"
685438,2015-11-10,Senate,10,"Placed On Immediate Passage"
685438,2015-11-10,Senate,11,"Amendment(s) Defeated"
685438,2015-11-10,Senate,12,"Passed Roll Call # 529 Yeas 23 Nays 13 Excused 2 Not Voting 0"
685438,2015-12-01,House,13,"Received On 11/10/2015"
685438,2015-12-01,House,14,"Read A First Time"
685438,2015-12-01,House,15,"Referred To Committee On Elections"
685438,2015-12-08,House,16,"Reported With Recommendation With Substitute  H-2"
685438,2015-12-08,House,17,"Referred To Second Reading"
685438,2015-12-09,House,18,"Read A Second Time"
685438,2015-12-09,House,19,"Substitute  H-2 Adopted And Amended"
685438,2015-12-09,House,20,"Placed On Third Reading"
685438,2015-12-09,House,21,"Placed On Immediate Passage"
685438,2015-12-09,House,22,"Read A Third Time"
685438,2015-12-09,House,23,"Passed; Given Immediate Effect Roll Call # 466 Yeas 54 Nays 51"
685438,2015-12-09,House,24,"Inserted Full Title"
685438,2015-12-09,House,25,"Returned To Senate"
685438,2015-12-16,Senate,26,"Amendment(s) Defeated"
685438,2015-12-16,Senate,27,"Amendment(s) Adopted"
685438,2015-12-16,Senate,28,"House Substitute H-2 Concurred In As Amended"
685438,2015-12-16,Senate,29," Roll Call # 647 Yeas 24 Nays 13 Excused 1 Not Voting 0"
685438,2015-12-16,Senate,30,"Given Immediate Effect"
685438,2015-12-16,Senate,31,"Full Title Agreed To"
685438,2015-12-16,House,32,"Re-returned From Senate With Amendment(s) To House Substitute H-2 With Immediate Effect"
685438,2015-12-16,House,33,"Laid Over One Day Under The Rules"
685438,2015-12-16,House,34,"Rule Suspended"
685438,2015-12-16,House,35,"Senate Amendment(s) To House Substitute  H-2 Concurred In"
685438,2015-12-16,House,36," Roll Call # 505 Yeas 54 Nays 52"
685438,2015-12-16,House,37,"Re-returned To Senate"
685438,2015-12-16,Senate,38,"Ordered Enrolled"
685438,2015-12-31,Senate,39,"Presented To Governor 12/22/2015 @ 1:34 Pm 2015 Addenda"
685438,2015-12-31,Senate,40,"Approved By Governor 1/5/2016 @ 9:34 Am"
685438,2015-12-31,Senate,41,"Filed With Secretary Of State 1/5/2016 @ 10:58 Am"
685438,2015-12-31,Senate,42,"Assigned Pa 0268'15 With Immediate Effect"
685456,2015-01-20,Senate,1,"Introduced By Senator David Hildenbrand"
685456,2015-01-20,Senate,2,"Referred To Committee On Veterans, Military Affairs And Homeland Security"
685456,2015-03-03,Senate,3,"Reported Favorably With Recommendation For Referral To Committee On Finance"
685456,2015-03-03,Senate,4,"Referred To Committee On Finance"
685456,2015-05-21,Senate,5,"Reported Favorably With Substitute  S-1"
685456,2015-05-21,Senate,6,"Committee Recommended Immediate Effect"
685456,2015-05-21,Senate,7,"Referred To Committee Of The Whole With Substitute S-1"
685456,2015-12-15,Senate,8,"Reported By Committee Of The Whole Favorably With Substitute S-2"
